checkpoint,curve,layer,value
allenai--OLMo-2-0425-1B,cohen_by_layer,16,5.313131920077185
allenai--OLMo-2-0425-1B,x2_wm_curve,0,1.0214571453176178
allenai--OLMo-2-0425-1B,x2_wm_curve,1,0.9624082227523131
allenai--OLMo-2-0425-1B,x2_wm_curve,2,0.9376236079795045
allenai--OLMo-2-0425-1B,x2_wm_curve,3,0.9802257171711726
allenai--OLMo-2-0425-1B,x2_wm_curve,4,0.9207347814575437
allenai--OLMo-2-0425-1B,x2_wm_curve,5,0.9250083284993238
allenai--OLMo-2-0425-1B,x2_wm_curve,6,0.962107055063518
allenai--OLMo-2-0425-1B,x2_wm_curve,7,0.9659045644840097
allenai--OLMo-2-0425-1B,x2_wm_curve,8,1.0006086974214505
allenai--OLMo-2-0425-1B,x2_wm_curve,9,0.9638683746690595
allenai--OLMo-2-0425-1B,x2_wm_curve,10,0.9833460757937552
allenai--OLMo-2-0425-1B,x2_wm_curve,11,0.9753631583271662
allenai--OLMo-2-0425-1B,x2_wm_curve,12,1.0014795006547794
allenai--OLMo-2-0425-1B,x2_wm_curve,13,0.8705223646861516
allenai--OLMo-2-0425-1B,x2_wm_curve,14,0.8775392527964945
allenai--OLMo-2-0425-1B,x2_wm_curve,15,0.9571458146673547
allenai--OLMo-2-0425-1B,x8_drive_gap_curve,0,0.5091224933664004
allenai--OLMo-2-0425-1B,x8_drive_gap_curve,1,-0.32773787776629126
allenai--OLMo-2-0425-1B,x8_drive_gap_curve,2,0.01850685104727745
allenai--OLMo-2-0425-1B,x8_drive_gap_curve,3,0.5057924042145411
allenai--OLMo-2-0425-1B,x8_drive_gap_curve,4,0.3150971879561742
allenai--OLMo-2-0425-1B,x8_drive_gap_curve,5,0.8083236962556839
allenai--OLMo-2-0425-1B,x8_drive_gap_curve,6,0.4939958204825719
allenai--OLMo-2-0425-1B,x8_drive_gap_curve,7,-0.21693565199772524
allenai--OLMo-2-0425-1B,x8_drive_gap_curve,8,-0.4820112114151319
allenai--OLMo-2-0425-1B,x8_drive_gap_curve,9,-0.7509468073646228
allenai--OLMo-2-0425-1B,x8_drive_gap_curve,10,-0.6295152703921001
allenai--OLMo-2-0425-1B,x8_drive_gap_curve,11,-0.5157705992460251
allenai--OLMo-2-0425-1B,x8_drive_gap_curve,12,-0.6621155043443043
allenai--OLMo-2-0425-1B,x8_drive_gap_curve,13,-1.0155577063560486
allenai--OLMo-2-0425-1B,x8_drive_gap_curve,14,-0.6587626139322916
allenai--OLMo-2-0425-1B,x8_drive_gap_curve,15,-0.7457395947227876
allenai--OLMo-2-0425-1B,x8_drive_gap_curve,16,-0.323997845252355
allenai--OLMo-2-0425-1B,x10_scar_curve,0,0.20341082496332719
allenai--OLMo-2-0425-1B,x10_scar_curve,1,0.20171516470273096
allenai--OLMo-2-0425-1B,x10_scar_curve,2,0.23267663997506643
allenai--OLMo-2-0425-1B,x10_scar_curve,3,0.22487380540323795
allenai--OLMo-2-0425-1B,x10_scar_curve,4,0.366944355859444
allenai--OLMo-2-0425-1B,x10_scar_curve,5,0.2853666589386125
allenai--OLMo-2-0425-1B,x10_scar_curve,6,0.25756721660297016
allenai--OLMo-2-0425-1B,x10_scar_curve,7,0.3666768940926706
allenai--OLMo-2-0425-1B,x10_scar_curve,8,0.353470366165722
allenai--OLMo-2-0425-1B,x10_scar_curve,9,0.34292718952077156
allenai--OLMo-2-0425-1B,x10_scar_curve,10,0.23489672140048973
allenai--OLMo-2-0425-1B,x10_scar_curve,11,0.2538869102080743
allenai--OLMo-2-0425-1B,x10_scar_curve,12,0.5182495923815676
allenai--OLMo-2-0425-1B,x10_scar_curve,13,0.5759484567940253
allenai--OLMo-2-0425-1B,x10_scar_curve,14,0.5727069913111321
allenai--OLMo-2-0425-1B,x10_scar_curve,15,0.1937738777488562
allenai--OLMo-2-0425-1B,x10_z_curve,0,-0.6501318747278093
allenai--OLMo-2-0425-1B,x10_z_curve,1,-0.6663303136136982
allenai--OLMo-2-0425-1B,x10_z_curve,2,-0.37055905761956376
allenai--OLMo-2-0425-1B,x10_z_curve,3,-0.4450985994638849
allenai--OLMo-2-0425-1B,x10_z_curve,4,0.9120843118347877
allenai--OLMo-2-0425-1B,x10_z_curve,5,0.1327823674942288
allenai--OLMo-2-0425-1B,x10_z_curve,6,-0.1327823674942288
allenai--OLMo-2-0425-1B,x10_z_curve,7,0.9095292816886738
allenai--OLMo-2-0425-1B,x10_z_curve,8,0.7833689059986508
allenai--OLMo-2-0425-1B,x10_z_curve,9,0.6826512053394922
allenai--OLMo-2-0425-1B,x10_z_curve,10,-0.349350886308896
allenai--OLMo-2-0425-1B,x10_z_curve,11,-0.1679398926214055
allenai--OLMo-2-0425-1B,x10_z_curve,12,2.357485070390515
allenai--OLMo-2-0425-1B,x10_z_curve,13,2.9086753947080477
allenai--OLMo-2-0425-1B,x10_z_curve,14,2.877710064125316
allenai--OLMo-2-0425-1B,x10_z_curve,15,-0.7421924744409008
allenai--OLMo-2-0425-1B,x10_sigma_min_curve,0,1.3318829536437988
allenai--OLMo-2-0425-1B,x10_sigma_min_curve,1,1.317252516746521
allenai--OLMo-2-0425-1B,x10_sigma_min_curve,2,1.2293282747268677
allenai--OLMo-2-0425-1B,x10_sigma_min_curve,3,1.2459290027618408
allenai--OLMo-2-0425-1B,x10_sigma_min_curve,4,0.8877801895141602
allenai--OLMo-2-0425-1B,x10_sigma_min_curve,5,1.0647891759872437
allenai--OLMo-2-0425-1B,x10_sigma_min_curve,6,1.1404653787612915
allenai--OLMo-2-0425-1B,x10_sigma_min_curve,7,0.8828636407852173
allenai--OLMo-2-0425-1B,x10_sigma_min_curve,8,0.9111674427986145
allenai--OLMo-2-0425-1B,x10_sigma_min_curve,9,0.9346521496772766
allenai--OLMo-2-0425-1B,x10_sigma_min_curve,10,1.1952757835388184
allenai--OLMo-2-0425-1B,x10_sigma_min_curve,11,1.1574556827545166
allenai--OLMo-2-0425-1B,x10_sigma_min_curve,12,0.6324865818023682
allenai--OLMo-2-0425-1B,x10_sigma_min_curve,13,0.5556303858757019
allenai--OLMo-2-0425-1B,x10_sigma_min_curve,14,0.5622962713241577
allenai--OLMo-2-0425-1B,x10_sigma_min_curve,15,1.2918384075164795
allenai--OLMo-2-0425-1B,x10_sigma_mp_curve,0,2.127535843286202
allenai--OLMo-2-0425-1B,x10_sigma_mp_curve,1,2.095965847066129
allenai--OLMo-2-0425-1B,x10_sigma_mp_curve,2,2.100605559428581
allenai--OLMo-2-0425-1B,x10_sigma_mp_curve,3,2.0910629197529373
allenai--OLMo-2-0425-1B,x10_sigma_mp_curve,4,2.066568501122014
allenai--OLMo-2-0425-1B,x10_sigma_mp_curve,5,2.054141168361093
allenai--OLMo-2-0425-1B,x10_sigma_mp_curve,6,2.0637131071452526
allenai--OLMo-2-0425-1B,x10_sigma_mp_curve,7,2.0538585279745623
allenai--OLMo-2-0425-1B,x10_sigma_mp_curve,8,2.0562151733860112
allenai--OLMo-2-0425-1B,x10_sigma_mp_curve,9,2.058624792110245
allenai--OLMo-2-0425-1B,x10_sigma_mp_curve,10,2.0528860432161586
allenai--OLMo-2-0425-1B,x10_sigma_mp_curve,11,2.0767837728452614
allenai--OLMo-2-0425-1B,x10_sigma_mp_curve,12,2.0859356607049824
allenai--OLMo-2-0425-1B,x10_sigma_mp_curve,13,2.0928323743381356
allenai--OLMo-2-0425-1B,x10_sigma_mp_curve,14,2.1021911090132575
allenai--OLMo-2-0425-1B,x10_sigma_mp_curve,15,2.0182830369639007
allenai--OLMo-2-0425-1B-Instruct,x1_g_curve,0,0.0
allenai--OLMo-2-0425-1B-Instruct,x1_g_curve,1,0.11913199696210255
allenai--OLMo-2-0425-1B-Instruct,x1_g_curve,2,0.16008025873889703
allenai--OLMo-2-0425-1B-Instruct,x1_g_curve,3,0.4395541581566647
allenai--OLMo-2-0425-1B-Instruct,x1_g_curve,4,0.48820284175539014
allenai--OLMo-2-0425-1B-Instruct,x1_g_curve,5,0.44775530122683876
allenai--OLMo-2-0425-1B-Instruct,x1_g_curve,6,0.4755847262897668
allenai--OLMo-2-0425-1B-Instruct,x1_g_curve,7,0.4960129103819623
allenai--OLMo-2-0425-1B-Instruct,x1_g_curve,8,0.6680135177916704
allenai--OLMo-2-0425-1B-Instruct,x1_g_curve,9,0.6361249466907525
allenai--OLMo-2-0425-1B-Instruct,x1_g_curve,10,0.6823843881646051
allenai--OLMo-2-0425-1B-Instruct,x1_g_curve,11,0.6981793487285736
allenai--OLMo-2-0425-1B-Instruct,x1_g_curve,12,0.7052753645583822
allenai--OLMo-2-0425-1B-Instruct,x1_g_curve,13,0.7265825765154442
allenai--OLMo-2-0425-1B-Instruct,x1_g_curve,14,0.7306884843773734
allenai--OLMo-2-0425-1B-Instruct,x1_g_curve,15,0.6687734982879895
allenai--OLMo-2-0425-1B-Instruct,x1_g_curve,16,0.672450081209234
allenai--OLMo-2-0425-1B-Instruct,auroc_by_layer,0,0.5
allenai--OLMo-2-0425-1B-Instruct,auroc_by_layer,1,0.8094618055555556
allenai--OLMo-2-0425-1B-Instruct,auroc_by_layer,2,0.8298611111111112
allenai--OLMo-2-0425-1B-Instruct,auroc_by_layer,3,0.9947916666666666
allenai--OLMo-2-0425-1B-Instruct,auroc_by_layer,4,0.9900173611111112
allenai--OLMo-2-0425-1B-Instruct,auroc_by_layer,5,0.9965277777777778
allenai--OLMo-2-0425-1B-Instruct,auroc_by_layer,6,1.0
allenai--OLMo-2-0425-1B-Instruct,auroc_by_layer,7,1.0
allenai--OLMo-2-0425-1B-Instruct,auroc_by_layer,8,0.9995659722222222
allenai--OLMo-2-0425-1B-Instruct,auroc_by_layer,9,1.0
allenai--OLMo-2-0425-1B-Instruct,auroc_by_layer,10,1.0
allenai--OLMo-2-0425-1B-Instruct,auroc_by_layer,11,1.0
allenai--OLMo-2-0425-1B-Instruct,auroc_by_layer,12,1.0
allenai--OLMo-2-0425-1B-Instruct,auroc_by_layer,13,1.0
allenai--OLMo-2-0425-1B-Instruct,auroc_by_layer,14,1.0
allenai--OLMo-2-0425-1B-Instruct,auroc_by_layer,15,1.0
allenai--OLMo-2-0425-1B-Instruct,auroc_by_layer,16,1.0
allenai--OLMo-2-0425-1B-Instruct,cohen_by_layer,0,
allenai--OLMo-2-0425-1B-Instruct,cohen_by_layer,1,2.3981758151889006
allenai--OLMo-2-0425-1B-Instruct,cohen_by_layer,2,3.952563542658553
allenai--OLMo-2-0425-1B-Instruct,cohen_by_layer,3,2.671853977203144
allenai--OLMo-2-0425-1B-Instruct,cohen_by_layer,4,3.7621573617251967
allenai--OLMo-2-0425-1B-Instruct,cohen_by_layer,5,4.295324109400126
allenai--OLMo-2-0425-1B-Instruct,cohen_by_layer,6,5.681153335797312
allenai--OLMo-2-0425-1B-Instruct,cohen_by_layer,7,5.888631857196554
allenai--OLMo-2-0425-1B-Instruct,cohen_by_layer,8,7.552496393294656
allenai--OLMo-2-0425-1B-Instruct,cohen_by_layer,9,8.83760140309598
allenai--OLMo-2-0425-1B-Instruct,cohen_by_layer,10,9.409969824362541
allenai--OLMo-2-0425-1B-Instruct,cohen_by_layer,11,10.513500472423388
allenai--OLMo-2-0425-1B-Instruct,cohen_by_layer,12,11.270892690184173
allenai--OLMo-2-0425-1B-Instruct,cohen_by_layer,13,11.203835223866909
allenai--OLMo-2-0425-1B-Instruct,cohen_by_layer,14,10.700950859676162
allenai--OLMo-2-0425-1B-Instruct,cohen_by_layer,15,10.31993032971133
allenai--OLMo-2-0425-1B-Instruct,cohen_by_layer,16,9.967937330889962
allenai--OLMo-2-0425-1B-Instruct,x2_wm_curve,0,0.9968635905075137
allenai--OLMo-2-0425-1B-Instruct,x2_wm_curve,1,1.0316860805854409
allenai--OLMo-2-0425-1B-Instruct,x2_wm_curve,2,0.9736892093043557
allenai--OLMo-2-0425-1B-Instruct,x2_wm_curve,3,0.9810339310269252
allenai--OLMo-2-0425-1B-Instruct,x2_wm_curve,4,1.0348784888553502
allenai--OLMo-2-0425-1B-Instruct,x2_wm_curve,5,1.091274733740209
allenai--OLMo-2-0425-1B-Instruct,x2_wm_curve,6,1.1511930048143733
allenai--OLMo-2-0425-1B-Instruct,x2_wm_curve,7,1.1328820817474288
allenai--OLMo-2-0425-1B-Instruct,x2_wm_curve,8,1.24510406181948
allenai--OLMo-2-0425-1B-Instruct,x2_wm_curve,9,1.3412314043522109
allenai--OLMo-2-0425-1B-Instruct,x2_wm_curve,10,1.3751667613579583
allenai--OLMo-2-0425-1B-Instruct,x2_wm_curve,11,1.3942379159088776
allenai--OLMo-2-0425-1B-Instruct,x2_wm_curve,12,1.1320059535013267
allenai--OLMo-2-0425-1B-Instruct,x2_wm_curve,13,1.066849798383332
allenai--OLMo-2-0425-1B-Instruct,x2_wm_curve,14,0.9276287716115404
allenai--OLMo-2-0425-1B-Instruct,x2_wm_curve,15,0.9826249184666175
allenai--OLMo-2-0425-1B-Instruct,x8_drive_gap_curve,0,0.0
allenai--OLMo-2-0425-1B-Instruct,x8_drive_gap_curve,1,0.015356898307800293
allenai--OLMo-2-0425-1B-Instruct,x8_drive_gap_curve,2,-0.28501977026462555
allenai--OLMo-2-0425-1B-Instruct,x8_drive_gap_curve,3,0.24757197499275208
allenai--OLMo-2-0425-1B-Instruct,x8_drive_gap_curve,4,0.4124973962704339
allenai--OLMo-2-0425-1B-Instruct,x8_drive_gap_curve,5,-0.07203936825195945
allenai--OLMo-2-0425-1B-Instruct,x8_drive_gap_curve,6,0.20812384287516278
allenai--OLMo-2-0425-1B-Instruct,x8_drive_gap_curve,7,0.14240383356809616
allenai--OLMo-2-0425-1B-Instruct,x8_drive_gap_curve,8,0.7368847678105036
allenai--OLMo-2-0425-1B-Instruct,x8_drive_gap_curve,9,0.6403468549251556
allenai--OLMo-2-0425-1B-Instruct,x8_drive_gap_curve,10,0.8820279737313589
allenai--OLMo-2-0425-1B-Instruct,x8_drive_gap_curve,11,0.8302635749181113
allenai--OLMo-2-0425-1B-Instruct,x8_drive_gap_curve,12,2.297238399585088
allenai--OLMo-2-0425-1B-Instruct,x8_drive_gap_curve,13,3.545324166615804
allenai--OLMo-2-0425-1B-Instruct,x8_drive_gap_curve,14,7.899286309878032
allenai--OLMo-2-0425-1B-Instruct,x8_drive_gap_curve,15,4.781313121318817
allenai--OLMo-2-0425-1B-Instruct,x8_drive_gap_curve,16,3.5366207857926693
allenai--OLMo-2-0425-1B-Instruct,x10_scar_curve,0,0.19137951283433563
allenai--OLMo-2-0425-1B-Instruct,x10_scar_curve,1,0.14172753416346714
allenai--OLMo-2-0425-1B-Instruct,x10_scar_curve,2,0.12765293935006297
allenai--OLMo-2-0425-1B-Instruct,x10_scar_curve,3,0.1548141693893052
allenai--OLMo-2-0425-1B-Instruct,x10_scar_curve,4,0.12078498157765767
allenai--OLMo-2-0425-1B-Instruct,x10_scar_curve,5,0.1673874778898116
allenai--OLMo-2-0425-1B-Instruct,x10_scar_curve,6,0.21870697108381953
allenai--OLMo-2-0425-1B-Instruct,x10_scar_curve,7,0.18292620276620272
allenai--OLMo-2-0425-1B-Instruct,x10_scar_curve,8,0.16697508281081355
allenai--OLMo-2-0425-1B-Instruct,x10_scar_curve,9,0.13957101920099013
allenai--OLMo-2-0425-1B-Instruct,x10_scar_curve,10,0.15690748002743612
allenai--OLMo-2-0425-1B-Instruct,x10_scar_curve,11,0.1696397611298971
allenai--OLMo-2-0425-1B-Instruct,x10_scar_curve,12,0.447142948043764
allenai--OLMo-2-0425-1B-Instruct,x10_scar_curve,13,0.48119309995660603
allenai--OLMo-2-0425-1B-Instruct,x10_scar_curve,14,0.38418539594671597
allenai--OLMo-2-0425-1B-Instruct,x10_scar_curve,15,0.1235562839216098
allenai--OLMo-2-0425-1B-Instruct,x10_z_curve,0,0.6151621419295025
allenai--OLMo-2-0425-1B-Instruct,x10_z_curve,1,-0.6470795350349696
allenai--OLMo-2-0425-1B-Instruct,x10_z_curve,2,-1.0048807875818302
allenai--OLMo-2-0425-1B-Instruct,x10_z_curve,3,-0.31439397374482525
allenai--OLMo-2-0425-1B-Instruct,x10_z_curve,4,-1.179476498931563
allenai--OLMo-2-0425-1B-Instruct,x10_z_curve,5,0.005241908479991671
allenai--OLMo-2-0425-1B-Instruct,x10_z_curve,6,1.3098747727524749
allenai--OLMo-2-0425-1B-Instruct,x10_z_curve,7,0.4002639533390637
allenai--OLMo-2-0425-1B-Instruct,x10_z_curve,8,-0.005241908479991671
allenai--OLMo-2-0425-1B-Instruct,x10_z_curve,9,-0.7019019839182208
allenai--OLMo-2-0425-1B-Instruct,x10_z_curve,10,-0.2611782912884038
allenai--OLMo-2-0425-1B-Instruct,x10_z_curve,11,0.06249895744494021
allenai--OLMo-2-0425-1B-Instruct,x10_z_curve,12,7.117123916805455
allenai--OLMo-2-0425-1B-Instruct,x10_z_curve,13,7.982739386760077
allenai--OLMo-2-0425-1B-Instruct,x10_z_curve,14,5.5166308797942065
allenai--OLMo-2-0425-1B-Instruct,x10_z_curve,15,-1.1090250605066514
allenai--OLMo-2-0425-1B-Instruct,x10_sigma_min_curve,0,0.701931893825531
allenai--OLMo-2-0425-1B-Instruct,x10_sigma_min_curve,1,0.7773198485374451
allenai--OLMo-2-0425-1B-Instruct,x10_sigma_min_curve,2,0.8051411509513855
allenai--OLMo-2-0425-1B-Instruct,x10_sigma_min_curve,3,0.7560902237892151
allenai--OLMo-2-0425-1B-Instruct,x10_sigma_min_curve,4,0.8108574748039246
allenai--OLMo-2-0425-1B-Instruct,x10_sigma_min_curve,5,0.7182517051696777
allenai--OLMo-2-0425-1B-Instruct,x10_sigma_min_curve,6,0.6370583772659302
allenai--OLMo-2-0425-1B-Instruct,x10_sigma_min_curve,7,0.6959226727485657
allenai--OLMo-2-0425-1B-Instruct,x10_sigma_min_curve,8,0.7193113565444946
allenai--OLMo-2-0425-1B-Instruct,x10_sigma_min_curve,9,0.7645453810691833
allenai--OLMo-2-0425-1B-Instruct,x10_sigma_min_curve,10,0.7409032583236694
allenai--OLMo-2-0425-1B-Instruct,x10_sigma_min_curve,11,0.7219027876853943
allenai--OLMo-2-0425-1B-Instruct,x10_sigma_min_curve,12,0.3838892877101898
allenai--OLMo-2-0425-1B-Instruct,x10_sigma_min_curve,13,0.35693758726119995
allenai--OLMo-2-0425-1B-Instruct,x10_sigma_min_curve,14,0.44553428888320923
allenai--OLMo-2-0425-1B-Instruct,x10_sigma_min_curve,15,0.7816814184188843
allenai--OLMo-2-0425-1B-Instruct,x10_sigma_mp_curve,0,1.0906225896590165
allenai--OLMo-2-0425-1B-Instruct,x10_sigma_mp_curve,1,1.07727676146296
allenai--OLMo-2-0425-1B-Instruct,x10_sigma_mp_curve,2,1.080251712475069
allenai--OLMo-2-0425-1B-Instruct,x10_sigma_mp_curve,3,1.0799105701955765
allenai--OLMo-2-0425-1B-Instruct,x10_sigma_mp_curve,4,1.0708521331608856
allenai--OLMo-2-0425-1B-Instruct,x10_sigma_mp_curve,5,1.056000548058685
allenai--OLMo-2-0425-1B-Instruct,x10_sigma_mp_curve,6,1.0541106522856043
allenai--OLMo-2-0425-1B-Instruct,x10_sigma_mp_curve,7,1.0604426554287476
allenai--OLMo-2-0425-1B-Instruct,x10_sigma_mp_curve,8,1.0565547329801532
allenai--OLMo-2-0425-1B-Instruct,x10_sigma_mp_curve,9,1.0543244744957656
allenai--OLMo-2-0425-1B-Instruct,x10_sigma_mp_curve,10,1.0633322472282338
allenai--OLMo-2-0425-1B-Instruct,x10_sigma_mp_curve,11,1.0668871393362713
allenai--OLMo-2-0425-1B-Instruct,x10_sigma_mp_curve,12,1.0748526746854272
allenai--OLMo-2-0425-1B-Instruct,x10_sigma_mp_curve,13,1.0808996684734293
allenai--OLMo-2-0425-1B-Instruct,x10_sigma_mp_curve,14,1.079112018459462
allenai--OLMo-2-0425-1B-Instruct,x10_sigma_mp_curve,15,1.0389294861032106
hereticness--heretic_stablelm-2-1_6b-chat,x1_g_curve,0,0.0
hereticness--heretic_stablelm-2-1_6b-chat,x1_g_curve,1,0.07969658053412616
hereticness--heretic_stablelm-2-1_6b-chat,x1_g_curve,2,0.11428081561322458
hereticness--heretic_stablelm-2-1_6b-chat,x1_g_curve,3,0.1434057991314412
hereticness--heretic_stablelm-2-1_6b-chat,x1_g_curve,4,0.2078259732484501
hereticness--heretic_stablelm-2-1_6b-chat,x1_g_curve,5,0.2683854174087981
hereticness--heretic_stablelm-2-1_6b-chat,x1_g_curve,6,0.26371448824147603
hereticness--heretic_stablelm-2-1_6b-chat,x1_g_curve,7,0.26084956231718065
hereticness--heretic_stablelm-2-1_6b-chat,x1_g_curve,8,0.28104313817640864
hereticness--heretic_stablelm-2-1_6b-chat,x1_g_curve,9,0.35211167888959927
hereticness--heretic_stablelm-2-1_6b-chat,x1_g_curve,10,0.4050703341787306
hereticness--heretic_stablelm-2-1_6b-chat,x1_g_curve,11,0.39303844833431356
hereticness--heretic_stablelm-2-1_6b-chat,x1_g_curve,12,0.40901344731883305
hereticness--heretic_stablelm-2-1_6b-chat,x1_g_curve,13,0.42520423524637
hereticness--heretic_stablelm-2-1_6b-chat,x1_g_curve,14,0.4532362423651522
hereticness--heretic_stablelm-2-1_6b-chat,x1_g_curve,15,0.4370380965333339
hereticness--heretic_stablelm-2-1_6b-chat,x1_g_curve,16,0.4247430143206424
hereticness--heretic_stablelm-2-1_6b-chat,x1_g_curve,17,0.41760110586611804
hereticness--heretic_stablelm-2-1_6b-chat,x1_g_curve,18,0.3825885430885018
hereticness--heretic_stablelm-2-1_6b-chat,x1_g_curve,19,0.3614623921517176
hereticness--heretic_stablelm-2-1_6b-chat,x1_g_curve,20,0.34053096412826306
hereticness--heretic_stablelm-2-1_6b-chat,x1_g_curve,21,0.3294146178410054
hereticness--heretic_stablelm-2-1_6b-chat,x1_g_curve,22,0.31145088827072726
hereticness--heretic_stablelm-2-1_6b-chat,x1_g_curve,23,0.2954305925741091
hereticness--heretic_stablelm-2-1_6b-chat,x1_g_curve,24,0.36959333016809093
hereticness--heretic_stablelm-2-1_6b-chat,auroc_by_layer,0,0.5
hereticness--heretic_stablelm-2-1_6b-chat,auroc_by_layer,1,0.63671875
hereticness--heretic_stablelm-2-1_6b-chat,auroc_by_layer,2,0.9900173611111112
hereticness--heretic_stablelm-2-1_6b-chat,auroc_by_layer,3,0.9995659722222222
hereticness--heretic_stablelm-2-1_6b-chat,auroc_by_layer,4,1.0
hereticness--heretic_stablelm-2-1_6b-chat,auroc_by_layer,5,1.0
hereticness--heretic_stablelm-2-1_6b-chat,auroc_by_layer,6,1.0
hereticness--heretic_stablelm-2-1_6b-chat,auroc_by_layer,7,0.9982638888888888
hereticness--heretic_stablelm-2-1_6b-chat,auroc_by_layer,8,0.9982638888888888
hereticness--heretic_stablelm-2-1_6b-chat,auroc_by_layer,9,0.9973958333333334
hereticness--heretic_stablelm-2-1_6b-chat,auroc_by_layer,10,0.9900173611111112
hereticness--heretic_stablelm-2-1_6b-chat,auroc_by_layer,11,0.9926215277777778
hereticness--heretic_stablelm-2-1_6b-chat,auroc_by_layer,12,0.9856770833333334
hereticness--heretic_stablelm-2-1_6b-chat,auroc_by_layer,13,0.9921875
hereticness--heretic_stablelm-2-1_6b-chat,auroc_by_layer,14,0.9891493055555556
hereticness--heretic_stablelm-2-1_6b-chat,auroc_by_layer,15,0.9895833333333334
hereticness--heretic_stablelm-2-1_6b-chat,auroc_by_layer,16,0.9943576388888888
hereticness--heretic_stablelm-2-1_6b-chat,auroc_by_layer,17,0.9956597222222222
hereticness--heretic_stablelm-2-1_6b-chat,auroc_by_layer,18,0.9965277777777778
hereticness--heretic_stablelm-2-1_6b-chat,auroc_by_layer,19,0.99609375
hereticness--heretic_stablelm-2-1_6b-chat,auroc_by_layer,20,0.9926215277777778
hereticness--heretic_stablelm-2-1_6b-chat,auroc_by_layer,21,0.9934895833333334
hereticness--heretic_stablelm-2-1_6b-chat,auroc_by_layer,22,0.9921875
hereticness--heretic_stablelm-2-1_6b-chat,auroc_by_layer,23,0.9965277777777778
hereticness--heretic_stablelm-2-1_6b-chat,auroc_by_layer,24,1.0
hereticness--heretic_stablelm-2-1_6b-chat,cohen_by_layer,0,
hereticness--heretic_stablelm-2-1_6b-chat,cohen_by_layer,1,0.8988554526916497
hereticness--heretic_stablelm-2-1_6b-chat,cohen_by_layer,2,4.446822519221965
hereticness--heretic_stablelm-2-1_6b-chat,cohen_by_layer,3,5.213510385712245
hereticness--heretic_stablelm-2-1_6b-chat,cohen_by_layer,4,3.8635299823363423
hereticness--heretic_stablelm-2-1_6b-chat,cohen_by_layer,5,4.018886831835691
hereticness--heretic_stablelm-2-1_6b-chat,cohen_by_layer,6,4.379307673458126
hereticness--heretic_stablelm-2-1_6b-chat,cohen_by_layer,7,5.089553691933986
hereticness--heretic_stablelm-2-1_6b-chat,cohen_by_layer,8,4.949294032150123
hereticness--heretic_stablelm-2-1_6b-chat,cohen_by_layer,9,4.834183832609357
hereticness--heretic_stablelm-2-1_6b-chat,cohen_by_layer,10,4.405213836426901
hereticness--heretic_stablelm-2-1_6b-chat,cohen_by_layer,11,4.492487836486992
hereticness--heretic_stablelm-2-1_6b-chat,cohen_by_layer,12,4.0452503047266015
hereticness--heretic_stablelm-2-1_6b-chat,cohen_by_layer,13,4.211291105086558
hereticness--heretic_stablelm-2-1_6b-chat,cohen_by_layer,14,3.9974621787598497
hereticness--heretic_stablelm-2-1_6b-chat,cohen_by_layer,15,4.131260062195511
hereticness--heretic_stablelm-2-1_6b-chat,cohen_by_layer,16,4.259526512395984
hereticness--heretic_stablelm-2-1_6b-chat,cohen_by_layer,17,4.191884696507961
hereticness--heretic_stablelm-2-1_6b-chat,cohen_by_layer,18,4.341017962041296
hereticness--heretic_stablelm-2-1_6b-chat,cohen_by_layer,19,4.188426605570665
hereticness--heretic_stablelm-2-1_6b-chat,cohen_by_layer,20,4.3253779296293775
hereticness--heretic_stablelm-2-1_6b-chat,cohen_by_layer,21,4.320149535921942
hereticness--heretic_stablelm-2-1_6b-chat,cohen_by_layer,22,4.111679289522373
hereticness--heretic_stablelm-2-1_6b-chat,cohen_by_layer,23,4.399002808496888
hereticness--heretic_stablelm-2-1_6b-chat,cohen_by_layer,24,5.446640342554244
hereticness--heretic_stablelm-2-1_6b-chat,x2_wm_curve,0,0.9963826421411087
hereticness--heretic_stablelm-2-1_6b-chat,x2_wm_curve,1,1.0031633785308054
hereticness--heretic_stablelm-2-1_6b-chat,x2_wm_curve,2,0.9844311092012015
hereticness--heretic_stablelm-2-1_6b-chat,x2_wm_curve,3,0.996586138242065
hereticness--heretic_stablelm-2-1_6b-chat,x2_wm_curve,4,0.9948965826062452
hereticness--heretic_stablelm-2-1_6b-chat,x2_wm_curve,5,1.0000905120250438
hereticness--heretic_stablelm-2-1_6b-chat,x2_wm_curve,6,1.0040997788244481
hereticness--heretic_stablelm-2-1_6b-chat,x2_wm_curve,7,1.0221475727996403
hereticness--heretic_stablelm-2-1_6b-chat,x2_wm_curve,8,1.0526508840148738
hereticness--heretic_stablelm-2-1_6b-chat,x2_wm_curve,9,1.0459637268355086
hereticness--heretic_stablelm-2-1_6b-chat,x2_wm_curve,10,1.04934849294239
hereticness--heretic_stablelm-2-1_6b-chat,x2_wm_curve,11,1.0725424710768299
hereticness--heretic_stablelm-2-1_6b-chat,x2_wm_curve,12,1.0717100265323878
hereticness--heretic_stablelm-2-1_6b-chat,x2_wm_curve,13,1.0901289593194423
hereticness--heretic_stablelm-2-1_6b-chat,x2_wm_curve,14,1.0696053231510856
hereticness--heretic_stablelm-2-1_6b-chat,x2_wm_curve,15,1.100799090341107
hereticness--heretic_stablelm-2-1_6b-chat,x2_wm_curve,16,1.0565340928508578
