checkpoint,curve,layer,value
Qwen--Qwen2.5-1.5B-Instruct,x10_z_curve,15,-0.16692520707743164
Qwen--Qwen2.5-1.5B-Instruct,x10_z_curve,16,-0.6221015259809204
Qwen--Qwen2.5-1.5B-Instruct,x10_z_curve,17,-0.6499176504326074
Qwen--Qwen2.5-1.5B-Instruct,x10_z_curve,18,-1.6195136816189433
Qwen--Qwen2.5-1.5B-Instruct,x10_z_curve,19,-2.561770018478413
Qwen--Qwen2.5-1.5B-Instruct,x10_z_curve,20,0.20474173393156397
Qwen--Qwen2.5-1.5B-Instruct,x10_z_curve,21,-1.3447386874557057
Qwen--Qwen2.5-1.5B-Instruct,x10_z_curve,22,-0.3870208943194364
Qwen--Qwen2.5-1.5B-Instruct,x10_z_curve,23,2.5073287419400105
Qwen--Qwen2.5-1.5B-Instruct,x10_z_curve,24,2.975965930497234
Qwen--Qwen2.5-1.5B-Instruct,x10_z_curve,25,3.42144886872867
Qwen--Qwen2.5-1.5B-Instruct,x10_z_curve,26,2.5211210962929576
Qwen--Qwen2.5-1.5B-Instruct,x10_z_curve,27,-1.827735326803486
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_min_curve,0,0.7007048726081848
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_min_curve,1,1.0468252897262573
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_min_curve,2,0.6961337924003601
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_min_curve,3,0.37968745827674866
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_min_curve,4,0.28635308146476746
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_min_curve,5,0.5742605924606323
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_min_curve,6,0.6579605937004089
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_min_curve,7,0.6551916599273682
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_min_curve,8,0.6299335360527039
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_min_curve,9,0.5812690854072571
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_min_curve,10,0.4275534451007843
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_min_curve,11,0.6518962383270264
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_min_curve,12,0.7518605589866638
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_min_curve,13,0.720382571220398
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_min_curve,14,0.7209877371788025
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_min_curve,15,0.693746030330658
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_min_curve,16,0.7497857213020325
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_min_curve,17,0.7767866849899292
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_min_curve,18,0.9457603693008423
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_min_curve,19,1.1727001667022705
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_min_curve,20,0.6796041131019592
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_min_curve,21,0.9395434856414795
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_min_curve,22,0.7725826501846313
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_min_curve,23,0.4383057951927185
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_min_curve,24,0.4102686047554016
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_min_curve,25,0.3787670135498047
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_min_curve,26,0.45959338545799255
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_min_curve,27,0.9890608191490173
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_mp_curve,0,1.6600397071708193
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_mp_curve,1,1.721306472644732
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_mp_curve,2,1.6740548011424763
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_mp_curve,3,1.6158917721974266
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_mp_curve,4,1.6413680711353658
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_mp_curve,5,1.6433056725094226
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_mp_curve,6,1.695254936870145
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_mp_curve,7,1.7408603046449167
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_mp_curve,8,1.7108362270330866
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_mp_curve,9,1.7158539747696626
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_mp_curve,10,1.7069155901849995
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_mp_curve,11,1.6691485219285451
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_mp_curve,12,1.663654812476183
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_mp_curve,13,1.6639586643984654
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_mp_curve,14,1.6548812534607127
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_mp_curve,15,1.6638474553193
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_mp_curve,16,1.6388434110649297
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_mp_curve,17,1.6882568896241643
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_mp_curve,18,1.6867300147163393
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_mp_curve,19,1.725839849418645
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_mp_curve,20,1.7582704863246712
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_mp_curve,21,1.7722166048744772
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_mp_curve,22,1.7715979406648676
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_mp_curve,23,1.8135752315987967
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_mp_curve,24,1.867804905703989
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_mp_curve,25,1.8883808361746754
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_mp_curve,26,1.9070129967847165
Qwen--Qwen2.5-1.5B-Instruct,x10_sigma_mp_curve,27,1.6906211754656078
Qwen--Qwen3-0.6B,x1_g_curve,0,0.0
Qwen--Qwen3-0.6B,x1_g_curve,1,0.047277359654310354
Qwen--Qwen3-0.6B,x1_g_curve,2,0.06842233804158487
Qwen--Qwen3-0.6B,x1_g_curve,3,0.07872327595927202
Qwen--Qwen3-0.6B,x1_g_curve,4,0.1044216014931806
Qwen--Qwen3-0.6B,x1_g_curve,5,0.0907958324008264
Qwen--Qwen3-0.6B,x1_g_curve,6,0.09169264677380005
Qwen--Qwen3-0.6B,x1_g_curve,7,0.11137057181001338
Qwen--Qwen3-0.6B,x1_g_curve,8,0.1217022851761225
Qwen--Qwen3-0.6B,x1_g_curve,9,0.1475387007326646
Qwen--Qwen3-0.6B,x1_g_curve,10,0.1621635570294789
Qwen--Qwen3-0.6B,x1_g_curve,11,0.14951740333209276
Qwen--Qwen3-0.6B,x1_g_curve,12,0.19297267255086786
Qwen--Qwen3-0.6B,x1_g_curve,13,0.19978008851955506
Qwen--Qwen3-0.6B,x1_g_curve,14,0.21718781910676177
Qwen--Qwen3-0.6B,x1_g_curve,15,0.2465017531725233
Qwen--Qwen3-0.6B,x1_g_curve,16,0.3290417970267007
Qwen--Qwen3-0.6B,x1_g_curve,17,0.32869318018712285
Qwen--Qwen3-0.6B,x1_g_curve,18,0.3799394521658285
Qwen--Qwen3-0.6B,x1_g_curve,19,0.38746595392730554
Qwen--Qwen3-0.6B,x1_g_curve,20,0.3838085719295701
Qwen--Qwen3-0.6B,x1_g_curve,21,0.39856113612271826
Qwen--Qwen3-0.6B,x1_g_curve,22,0.3966511043144345
Qwen--Qwen3-0.6B,x1_g_curve,23,0.3812524380731666
Qwen--Qwen3-0.6B,x1_g_curve,24,0.35935641054975775
Qwen--Qwen3-0.6B,x1_g_curve,25,0.3228425585457611
Qwen--Qwen3-0.6B,x1_g_curve,26,0.30575448536391653
Qwen--Qwen3-0.6B,x1_g_curve,27,0.2859607999542945
Qwen--Qwen3-0.6B,x1_g_curve,28,0.3886078942581927
Qwen--Qwen3-0.6B,auroc_by_layer,0,0.5
Qwen--Qwen3-0.6B,auroc_by_layer,1,0.7439236111111112
Qwen--Qwen3-0.6B,auroc_by_layer,2,0.9657118055555556
Qwen--Qwen3-0.6B,auroc_by_layer,3,0.9904513888888888
Qwen--Qwen3-0.6B,auroc_by_layer,4,0.9913194444444444
Qwen--Qwen3-0.6B,auroc_by_layer,5,0.9861111111111112
Qwen--Qwen3-0.6B,auroc_by_layer,6,0.9791666666666666
Qwen--Qwen3-0.6B,auroc_by_layer,7,0.9713541666666666
Qwen--Qwen3-0.6B,auroc_by_layer,8,0.9670138888888888
Qwen--Qwen3-0.6B,auroc_by_layer,9,0.9748263888888888
Qwen--Qwen3-0.6B,auroc_by_layer,10,0.9730902777777778
Qwen--Qwen3-0.6B,auroc_by_layer,11,0.9756944444444444
Qwen--Qwen3-0.6B,auroc_by_layer,12,0.9739583333333334
Qwen--Qwen3-0.6B,auroc_by_layer,13,0.9713541666666666
Qwen--Qwen3-0.6B,auroc_by_layer,14,0.9691840277777778
Qwen--Qwen3-0.6B,auroc_by_layer,15,0.9735243055555556
Qwen--Qwen3-0.6B,auroc_by_layer,16,0.9965277777777778
Qwen--Qwen3-0.6B,auroc_by_layer,17,0.9965277777777778
Qwen--Qwen3-0.6B,auroc_by_layer,18,0.9982638888888888
Qwen--Qwen3-0.6B,auroc_by_layer,19,0.99609375
Qwen--Qwen3-0.6B,auroc_by_layer,20,0.9947916666666666
Qwen--Qwen3-0.6B,auroc_by_layer,21,0.9956597222222222
Qwen--Qwen3-0.6B,auroc_by_layer,22,0.9956597222222222
Qwen--Qwen3-0.6B,auroc_by_layer,23,0.9965277777777778
Qwen--Qwen3-0.6B,auroc_by_layer,24,0.99609375
Qwen--Qwen3-0.6B,auroc_by_layer,25,0.9956597222222222
Qwen--Qwen3-0.6B,auroc_by_layer,26,0.9952256944444444
Qwen--Qwen3-0.6B,auroc_by_layer,27,0.9956597222222222
Qwen--Qwen3-0.6B,auroc_by_layer,28,0.99609375
Qwen--Qwen3-0.6B,cohen_by_layer,0,
Qwen--Qwen3-0.6B,cohen_by_layer,1,3.7883332261438456
Qwen--Qwen3-0.6B,cohen_by_layer,2,4.785437923210504
Qwen--Qwen3-0.6B,cohen_by_layer,3,3.841619171731057
Qwen--Qwen3-0.6B,cohen_by_layer,4,4.192426900172448
Qwen--Qwen3-0.6B,cohen_by_layer,5,4.238760227700709
Qwen--Qwen3-0.6B,cohen_by_layer,6,4.069354725627788
Qwen--Qwen3-0.6B,cohen_by_layer,7,3.684865107431545
Qwen--Qwen3-0.6B,cohen_by_layer,8,3.5650170549155122
Qwen--Qwen3-0.6B,cohen_by_layer,9,3.4809841291277612
Qwen--Qwen3-0.6B,cohen_by_layer,10,3.545635795559223
Qwen--Qwen3-0.6B,cohen_by_layer,11,3.648186068659583
Qwen--Qwen3-0.6B,cohen_by_layer,12,3.502376710879068
Qwen--Qwen3-0.6B,cohen_by_layer,13,3.4930305263383836
Qwen--Qwen3-0.6B,cohen_by_layer,14,3.363264063506763
Qwen--Qwen3-0.6B,cohen_by_layer,15,3.606456146070557
Qwen--Qwen3-0.6B,cohen_by_layer,16,4.542001309685603
Qwen--Qwen3-0.6B,cohen_by_layer,17,4.591000360658526
Qwen--Qwen3-0.6B,cohen_by_layer,18,5.00660200269663
Qwen--Qwen3-0.6B,cohen_by_layer,19,4.770388034629707
Qwen--Qwen3-0.6B,cohen_by_layer,20,4.633131877755034
Qwen--Qwen3-0.6B,cohen_by_layer,21,4.590480332584106
Qwen--Qwen3-0.6B,cohen_by_layer,22,4.619046066651295
Qwen--Qwen3-0.6B,cohen_by_layer,23,4.724198255766902
Qwen--Qwen3-0.6B,cohen_by_layer,24,4.566724993584265
Qwen--Qwen3-0.6B,cohen_by_layer,25,4.65890741967095
Qwen--Qwen3-0.6B,cohen_by_layer,26,4.404511448894317
Qwen--Qwen3-0.6B,cohen_by_layer,27,4.373920907762166
Qwen--Qwen3-0.6B,cohen_by_layer,28,4.616271327607622
Qwen--Qwen3-0.6B,x2_wm_curve,0,1.0246157730166845
Qwen--Qwen3-0.6B,x2_wm_curve,1,1.0156223024113118
Qwen--Qwen3-0.6B,x2_wm_curve,2,1.0703905399910392
Qwen--Qwen3-0.6B,x2_wm_curve,3,1.0656855936502483
Qwen--Qwen3-0.6B,x2_wm_curve,4,1.0980099238160548
Qwen--Qwen3-0.6B,x2_wm_curve,5,1.1014482608663798
Qwen--Qwen3-0.6B,x2_wm_curve,6,1.1285254016492223
Qwen--Qwen3-0.6B,x2_wm_curve,7,1.1198883194970477
Qwen--Qwen3-0.6B,x2_wm_curve,8,1.1170297958267346
Qwen--Qwen3-0.6B,x2_wm_curve,9,1.1626391575107238
Qwen--Qwen3-0.6B,x2_wm_curve,10,1.1620984691509872
Qwen--Qwen3-0.6B,x2_wm_curve,11,1.2031221869507445
Qwen--Qwen3-0.6B,x2_wm_curve,12,1.215196231242265
Qwen--Qwen3-0.6B,x2_wm_curve,13,1.1803682449251462
Qwen--Qwen3-0.6B,x2_wm_curve,14,1.1992088963219216
Qwen--Qwen3-0.6B,x2_wm_curve,15,1.399873787857438
Qwen--Qwen3-0.6B,x2_wm_curve,16,1.1572296344411155
Qwen--Qwen3-0.6B,x2_wm_curve,17,1.439220498673133
Qwen--Qwen3-0.6B,x2_wm_curve,18,1.237791681366839
Qwen--Qwen3-0.6B,x2_wm_curve,19,1.1416203263246227
Qwen--Qwen3-0.6B,x2_wm_curve,20,0.9549625453465186
Qwen--Qwen3-0.6B,x2_wm_curve,21,0.988591144064062
Qwen--Qwen3-0.6B,x2_wm_curve,22,0.9932667646288533
Qwen--Qwen3-0.6B,x2_wm_curve,23,0.9649874374346975
Qwen--Qwen3-0.6B,x2_wm_curve,24,0.9496602983961888
Qwen--Qwen3-0.6B,x2_wm_curve,25,0.9028458132067174
Qwen--Qwen3-0.6B,x2_wm_curve,26,0.9477517837913967
Qwen--Qwen3-0.6B,x2_wm_curve,27,0.9340616653137108
Qwen--Qwen3-0.6B,x8_drive_gap_curve,0,0.0
Qwen--Qwen3-0.6B,x8_drive_gap_curve,1,-0.06346493462721514
Qwen--Qwen3-0.6B,x8_drive_gap_curve,2,0.2853336036205293
Qwen--Qwen3-0.6B,x8_drive_gap_curve,3,-0.0020572294791539325
Qwen--Qwen3-0.6B,x8_drive_gap_curve,4,0.04030962785085043
Qwen--Qwen3-0.6B,x8_drive_gap_curve,5,0.1453133722146352
Qwen--Qwen3-0.6B,x8_drive_gap_curve,6,-0.060801779230435615
Qwen--Qwen3-0.6B,x8_drive_gap_curve,7,0.028508260846138
Qwen--Qwen3-0.6B,x8_drive_gap_curve,8,0.43724963068962097
Qwen--Qwen3-0.6B,x8_drive_gap_curve,9,0.1897392471631368
Qwen--Qwen3-0.6B,x8_drive_gap_curve,10,-0.5678866704305012
Qwen--Qwen3-0.6B,x8_drive_gap_curve,11,-0.07469035188357036
Qwen--Qwen3-0.6B,x8_drive_gap_curve,12,-0.5904988646507263
Qwen--Qwen3-0.6B,x8_drive_gap_curve,13,-0.5665645400683085
Qwen--Qwen3-0.6B,x8_drive_gap_curve,14,-1.0715509951114655
Qwen--Qwen3-0.6B,x8_drive_gap_curve,15,-1.1427600979804993
Qwen--Qwen3-0.6B,x8_drive_gap_curve,16,-0.4848958452542623
Qwen--Qwen3-0.6B,x8_drive_gap_curve,17,-0.7526435852050783
Qwen--Qwen3-0.6B,x8_drive_gap_curve,18,-1.1104537347952523
Qwen--Qwen3-0.6B,x8_drive_gap_curve,19,-0.6500546733538308
Qwen--Qwen3-0.6B,x8_drive_gap_curve,20,-0.983862409989039
Qwen--Qwen3-0.6B,x8_drive_gap_curve,21,-1.4111753503481548
Qwen--Qwen3-0.6B,x8_drive_gap_curve,22,-2.526217738787333
Qwen--Qwen3-0.6B,x8_drive_gap_curve,23,-1.7110864520072937
Qwen--Qwen3-0.6B,x8_drive_gap_curve,24,-1.7004524469375613
Qwen--Qwen3-0.6B,x8_drive_gap_curve,25,-1.5915241440137227
Qwen--Qwen3-0.6B,x8_drive_gap_curve,26,-0.533878634373347
Qwen--Qwen3-0.6B,x8_drive_gap_curve,27,-0.4958814481894176
Qwen--Qwen3-0.6B,x8_drive_gap_curve,28,-1.0361642440160117
Qwen--Qwen3-0.6B,x10_scar_curve,0,0.3706299635675861
Qwen--Qwen3-0.6B,x10_scar_curve,1,0.21339245892563055
Qwen--Qwen3-0.6B,x10_scar_curve,2,0.2921871100313979
Qwen--Qwen3-0.6B,x10_scar_curve,3,0.3881959883010482
Qwen--Qwen3-0.6B,x10_scar_curve,4,0.3164544890127461
Qwen--Qwen3-0.6B,x10_scar_curve,5,0.29731828027667945
Qwen--Qwen3-0.6B,x10_scar_curve,6,0.3519899737718214
Qwen--Qwen3-0.6B,x10_scar_curve,7,0.45848560785265274
Qwen--Qwen3-0.6B,x10_scar_curve,8,0.5097906523528435
Qwen--Qwen3-0.6B,x10_scar_curve,9,0.5022683088141063
Qwen--Qwen3-0.6B,x10_scar_curve,10,0.5114208762716252
Qwen--Qwen3-0.6B,x10_scar_curve,11,0.386599044855744
Qwen--Qwen3-0.6B,x10_scar_curve,12,0.42109052261406166
Qwen--Qwen3-0.6B,x10_scar_curve,13,0.44738726818230623
Qwen--Qwen3-0.6B,x10_scar_curve,14,0.4307152251381033
Qwen--Qwen3-0.6B,x10_scar_curve,15,0.4663590775090146
Qwen--Qwen3-0.6B,x10_scar_curve,16,0.23231884817546145
Qwen--Qwen3-0.6B,x10_scar_curve,17,0.2712358474279708
Qwen--Qwen3-0.6B,x10_scar_curve,18,0.2621541678510813
Qwen--Qwen3-0.6B,x10_scar_curve,19,0.277532093484567
Qwen--Qwen3-0.6B,x10_scar_curve,20,0.5096464048643614
Qwen--Qwen3-0.6B,x10_scar_curve,21,0.4388711200334501
Qwen--Qwen3-0.6B,x10_scar_curve,22,0.5714883470619867
Qwen--Qwen3-0.6B,x10_scar_curve,23,0.661486835407676
Qwen--Qwen3-0.6B,x10_scar_curve,24,0.7250916769052373
Qwen--Qwen3-0.6B,x10_scar_curve,25,0.6240738508546926
Qwen--Qwen3-0.6B,x10_scar_curve,26,0.2962112243361464
Qwen--Qwen3-0.6B,x10_scar_curve,27,0.18377289446836342
Qwen--Qwen3-0.6B,x10_z_curve,0,-0.21650724701721757
Qwen--Qwen3-0.6B,x10_z_curve,1,-1.2173824157016906
Qwen--Qwen3-0.6B,x10_z_curve,2,-0.7158251702054657
Qwen--Qwen3-0.6B,x10_z_curve,3,-0.10469296957587831
Qwen--Qwen3-0.6B,x10_z_curve,4,-0.5613542818077241
Qwen--Qwen3-0.6B,x10_z_curve,5,-0.6831633641275247
Qwen--Qwen3-0.6B,x10_z_curve,6,-0.3351577113170358
Qwen--Qwen3-0.6B,x10_z_curve,7,0.34272658840855896
Qwen--Qwen3-0.6B,x10_z_curve,8,0.6693022688444793
Qwen--Qwen3-0.6B,x10_z_curve,9,0.6214197558563714
Qwen--Qwen3-0.6B,x10_z_curve,10,0.6796792501087112
Qwen--Qwen3-0.6B,x10_z_curve,11,-0.11485810825470673
Qwen--Qwen3-0.6B,x10_z_curve,12,0.10469296957587831
Qwen--Qwen3-0.6B,x10_z_curve,13,0.2720815306981246
Qwen--Qwen3-0.6B,x10_z_curve,14,0.16595777903863063
Qwen--Qwen3-0.6B,x10_z_curve,15,0.3928441496633473
Qwen--Qwen3-0.6B,x10_z_curve,16,-1.0969089124103013
Qwen--Qwen3-0.6B,x10_z_curve,17,-0.8491877451210849
Qwen--Qwen3-0.6B,x10_z_curve,18,-0.9069960116612816
Qwen--Qwen3-0.6B,x10_z_curve,19,-0.8091097983975958
Qwen--Qwen3-0.6B,x10_z_curve,20,0.668384079957575
Qwen--Qwen3-0.6B,x10_z_curve,21,0.21787308192861887
Qwen--Qwen3-0.6B,x10_z_curve,22,1.0620310312353045
Qwen--Qwen3-0.6B,x10_z_curve,23,1.6349048656900913
Qwen--Qwen3-0.6B,x10_z_curve,24,2.039773326353988
Qwen--Qwen3-0.6B,x10_z_curve,25,1.3967573110673928
Qwen--Qwen3-0.6B,x10_z_curve,26,-0.6902101867271789
Qwen--Qwen3-0.6B,x10_z_curve,27,-1.405921954280819
Qwen--Qwen3-0.6B,x10_sigma_min_curve,0,0.4391932785511017
Qwen--Qwen3-0.6B,x10_sigma_min_curve,1,0.5919943451881409
Qwen--Qwen3-0.6B,x10_sigma_min_curve,2,0.4951109290122986
Qwen--Qwen3-0.6B,x10_sigma_min_curve,3,0.4148254692554474
Qwen--Qwen3-0.6B,x10_sigma_min_curve,4,0.48400893807411194
Qwen--Qwen3-0.6B,x10_sigma_min_curve,5,0.5192729830741882
Qwen--Qwen3-0.6B,x10_sigma_min_curve,6,0.4417959749698639
Qwen--Qwen3-0.6B,x10_sigma_min_curve,7,0.3431309759616852
Qwen--Qwen3-0.6B,x10_sigma_min_curve,8,0.30476486682891846
Qwen--Qwen3-0.6B,x10_sigma_min_curve,9,0.3071730136871338
Qwen--Qwen3-0.6B,x10_sigma_min_curve,10,0.29264405369758606
Qwen--Qwen3-0.6B,x10_sigma_min_curve,11,0.39584988355636597
Qwen--Qwen3-0.6B,x10_sigma_min_curve,12,0.364477276802063
Qwen--Qwen3-0.6B,x10_sigma_min_curve,13,0.3308205306529999
Qwen--Qwen3-0.6B,x10_sigma_min_curve,14,0.33671125769615173
Qwen--Qwen3-0.6B,x10_sigma_min_curve,15,0.31590309739112854
Qwen--Qwen3-0.6B,x10_sigma_min_curve,16,0.5435007214546204
Qwen--Qwen3-0.6B,x10_sigma_min_curve,17,0.4997331500053406
Qwen--Qwen3-0.6B,x10_sigma_min_curve,18,0.5167403817176819
Qwen--Qwen3-0.6B,x10_sigma_min_curve,19,0.5269221067428589
Qwen--Qwen3-0.6B,x10_sigma_min_curve,20,0.32702556252479553
Qwen--Qwen3-0.6B,x10_sigma_min_curve,21,0.41123077273368835
Qwen--Qwen3-0.6B,x10_sigma_min_curve,22,0.3148212730884552
Qwen--Qwen3-0.6B,x10_sigma_min_curve,23,0.2618162930011749
Qwen--Qwen3-0.6B,x10_sigma_min_curve,24,0.22890467941761017
Qwen--Qwen3-0.6B,x10_sigma_min_curve,25,0.292286217212677
Qwen--Qwen3-0.6B,x10_sigma_min_curve,26,0.6019340753555298
Qwen--Qwen3-0.6B,x10_sigma_min_curve,27,0.7213450074195862
Qwen--Qwen3-0.6B,x10_sigma_mp_curve,0,1.0310640594051856
Qwen--Qwen3-0.6B,x10_sigma_mp_curve,1,0.9676315432435969
Qwen--Qwen3-0.6B,x10_sigma_mp_curve,2,0.9702633411760141
Qwen--Qwen3-0.6B,x10_sigma_mp_curve,3,1.0140547447340043
Qwen--Qwen3-0.6B,x10_sigma_mp_curve,4,1.0030160227433038
Qwen--Qwen3-0.6B,x10_sigma_mp_curve,5,1.0297078125826469
Qwen--Qwen3-0.6B,x10_sigma_mp_curve,6,0.9936003335816125
Qwen--Qwen3-0.6B,x10_sigma_mp_curve,7,0.9861558000959835
Qwen--Qwen3-0.6B,x10_sigma_mp_curve,8,0.9857245036665746
Qwen--Qwen3-0.6B,x10_sigma_mp_curve,9,0.9764530525575658
Qwen--Qwen3-0.6B,x10_sigma_mp_curve,10,0.950080884605921
Qwen--Qwen3-0.6B,x10_sigma_mp_curve,11,0.964116612971189
Qwen--Qwen3-0.6B,x10_sigma_mp_curve,12,0.9610831877336783
Qwen--Qwen3-0.6B,x10_sigma_mp_curve,13,0.9267865492824183
Qwen--Qwen3-0.6B,x10_sigma_mp_curve,14,0.9077638046524631
Qwen--Qwen3-0.6B,x10_sigma_mp_curve,15,0.9245128707576389
Qwen--Qwen3-0.6B,x10_sigma_mp_curve,16,0.9279380282136673
Qwen--Qwen3-0.6B,x10_sigma_mp_curve,17,0.9331984460276196
Qwen--Qwen3-0.6B,x10_sigma_mp_curve,18,0.944988600370157
Qwen--Qwen3-0.6B,x10_sigma_mp_curve,19,0.9983400940482549
Qwen--Qwen3-0.6B,x10_sigma_mp_curve,20,1.057372731526101
Qwen--Qwen3-0.6B,x10_sigma_mp_curve,21,1.1296833446813879
Qwen--Qwen3-0.6B,x10_sigma_mp_curve,22,1.173687334012714
Qwen--Qwen3-0.6B,x10_sigma_mp_curve,23,1.2008354627608768
Qwen--Qwen3-0.6B,x10_sigma_mp_curve,24,1.2154758875811587
Qwen--Qwen3-0.6B,x10_sigma_mp_curve,25,1.2299350769785984
Qwen--Qwen3-0.6B,x10_sigma_mp_curve,26,1.1905843065079793
Qwen--Qwen3-0.6B,x10_sigma_mp_curve,27,1.101326082764452
Qwen--Qwen3-1.7B,x1_g_curve,0,0.0
Qwen--Qwen3-1.7B,x1_g_curve,1,0.05366696924155286
Qwen--Qwen3-1.7B,x1_g_curve,2,0.060051447651621286
Qwen--Qwen3-1.7B,x1_g_curve,3,0.08073426555409875
Qwen--Qwen3-1.7B,x1_g_curve,4,0.09728083067940266
Qwen--Qwen3-1.7B,x1_g_curve,5,0.10355794033054527
Qwen--Qwen3-1.7B,x1_g_curve,6,0.1167553550105516
Qwen--Qwen3-1.7B,x1_g_curve,7,0.14646518751450976
Qwen--Qwen3-1.7B,x1_g_curve,8,0.17655074849599203
Qwen--Qwen3-1.7B,x1_g_curve,9,0.19885054743308392
Qwen--Qwen3-1.7B,x1_g_curve,10,0.2374905075131099
Qwen--Qwen3-1.7B,x1_g_curve,11,0.21014336529027255
Qwen--Qwen3-1.7B,x1_g_curve,12,0.23797270088199074
Qwen--Qwen3-1.7B,x1_g_curve,13,0.27144871265427545
Qwen--Qwen3-1.7B,x1_g_curve,14,0.3048421985691798
Qwen--Qwen3-1.7B,x1_g_curve,15,0.3681348134832578
Qwen--Qwen3-1.7B,x1_g_curve,16,0.521576628038189
Qwen--Qwen3-1.7B,x1_g_curve,17,0.5620047610356589
Qwen--Qwen3-1.7B,x1_g_curve,18,0.6125166127610255
Qwen--Qwen3-1.7B,x1_g_curve,19,0.6414512867284168
Qwen--Qwen3-1.7B,x1_g_curve,20,0.6852710474660454
Qwen--Qwen3-1.7B,x1_g_curve,21,0.6825703844029924
Qwen--Qwen3-1.7B,x1_g_curve,22,0.6558906656847356
Qwen--Qwen3-1.7B,x1_g_curve,23,0.6251396421810185
Qwen--Qwen3-1.7B,x1_g_curve,24,0.6136157517073522
Qwen--Qwen3-1.7B,x1_g_curve,25,0.5506776996506284
Qwen--Qwen3-1.7B,x1_g_curve,26,0.47676814983569493
Qwen--Qwen3-1.7B,x1_g_curve,27,0.42202003468078353
Qwen--Qwen3-1.7B,x1_g_curve,28,0.5704061890431191
Qwen--Qwen3-1.7B,auroc_by_layer,0,0.5
Qwen--Qwen3-1.7B,auroc_by_layer,1,0.8333333333333334
Qwen--Qwen3-1.7B,auroc_by_layer,2,0.9995659722222222
Qwen--Qwen3-1.7B,auroc_by_layer,3,0.9813368055555556
Qwen--Qwen3-1.7B,auroc_by_layer,4,0.9817708333333334
Qwen--Qwen3-1.7B,auroc_by_layer,5,0.9813368055555556
Qwen--Qwen3-1.7B,auroc_by_layer,6,0.9782986111111112
Qwen--Qwen3-1.7B,auroc_by_layer,7,0.9791666666666666
Qwen--Qwen3-1.7B,auroc_by_layer,8,0.9778645833333334
Qwen--Qwen3-1.7B,auroc_by_layer,9,0.9782986111111112
Qwen--Qwen3-1.7B,auroc_by_layer,10,0.9743923611111112
Qwen--Qwen3-1.7B,auroc_by_layer,11,0.9756944444444444
