metric,READOUT_CLASS,BASELINE_ONLY,DESCRIPTIVE,pair,ckpt_a,ckpt_b,axis,layer,abs_cos,rotation,source_file,json_path
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-Base-plain,Qwen3-4B-Base-chat,Qwen3-4B-Base-plain,r_ablit,16,0.094783,0.905217,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-Base-plain.r_ablit.per_layer_abs[16]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-Base-plain,Qwen3-4B-Base-chat,Qwen3-4B-Base-plain,r_ablit,17,0.23324,0.76676,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-Base-plain.r_ablit.per_layer_abs[17]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-Base-plain,Qwen3-4B-Base-chat,Qwen3-4B-Base-plain,r_ablit,18,0.175824,0.824176,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-Base-plain.r_ablit.per_layer_abs[18]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-Base-plain,Qwen3-4B-Base-chat,Qwen3-4B-Base-plain,r_ablit,19,0.313713,0.686287,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-Base-plain.r_ablit.per_layer_abs[19]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-Base-plain,Qwen3-4B-Base-chat,Qwen3-4B-Base-plain,r_ablit,20,0.299736,0.700264,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-Base-plain.r_ablit.per_layer_abs[20]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-Base-plain,Qwen3-4B-Base-chat,Qwen3-4B-Base-plain,r_ablit,21,0.27755,0.72245,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-Base-plain.r_ablit.per_layer_abs[21]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-Base-plain,Qwen3-4B-Base-chat,Qwen3-4B-Base-plain,r_ablit,22,0.275467,0.724533,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-Base-plain.r_ablit.per_layer_abs[22]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-Base-plain,Qwen3-4B-Base-chat,Qwen3-4B-Base-plain,r_ablit,23,0.473183,0.526817,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-Base-plain.r_ablit.per_layer_abs[23]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-Base-plain,Qwen3-4B-Base-chat,Qwen3-4B-Base-plain,r_ablit,24,0.544899,0.455101,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-Base-plain.r_ablit.per_layer_abs[24]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-Base-plain,Qwen3-4B-Base-chat,Qwen3-4B-Base-plain,r_ablit,25,0.549218,0.450782,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-Base-plain.r_ablit.per_layer_abs[25]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-Base-plain,Qwen3-4B-Base-chat,Qwen3-4B-Base-plain,r_ablit,26,0.57432,0.42568,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-Base-plain.r_ablit.per_layer_abs[26]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-Base-plain,Qwen3-4B-Base-chat,Qwen3-4B-Base-plain,r_ablit,27,0.569602,0.430398,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-Base-plain.r_ablit.per_layer_abs[27]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-Base-plain,Qwen3-4B-Base-chat,Qwen3-4B-Base-plain,r_ablit,28,0.576489,0.423511,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-Base-plain.r_ablit.per_layer_abs[28]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-Base-plain,Qwen3-4B-Base-chat,Qwen3-4B-Base-plain,r_ablit,29,0.562563,0.437437,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-Base-plain.r_ablit.per_layer_abs[29]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-Base-plain,Qwen3-4B-Base-chat,Qwen3-4B-Base-plain,r_ablit,30,0.541884,0.458116,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-Base-plain.r_ablit.per_layer_abs[30]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-Base-plain,Qwen3-4B-Base-chat,Qwen3-4B-Base-plain,r_ablit,31,0.567845,0.432155,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-Base-plain.r_ablit.per_layer_abs[31]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-Base-plain,Qwen3-4B-Base-chat,Qwen3-4B-Base-plain,r_ablit,32,0.591879,0.408121,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-Base-plain.r_ablit.per_layer_abs[32]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-Base-plain,Qwen3-4B-Base-chat,Qwen3-4B-Base-plain,r_ablit,33,0.558913,0.441087,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-Base-plain.r_ablit.per_layer_abs[33]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-Base-plain,Qwen3-4B-Base-chat,Qwen3-4B-Base-plain,r_ablit,34,0.533623,0.466377,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-Base-plain.r_ablit.per_layer_abs[34]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-Base-plain,Qwen3-4B-Base-chat,Qwen3-4B-Base-plain,r_ablit,35,0.505376,0.494624,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-Base-plain.r_ablit.per_layer_abs[35]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-Base-plain,Qwen3-4B-Base-chat,Qwen3-4B-Base-plain,r_ablit,36,0.432846,0.567154,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-Base-plain.r_ablit.per_layer_abs[36]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_content,AT_BAND,0.902081,0.097919,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_content.at_band
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_content,0,0.995634,0.004366,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_content.per_layer_abs[0]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_content,1,0.981875,0.018125,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_content.per_layer_abs[1]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_content,2,0.978026,0.021974,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_content.per_layer_abs[2]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_content,3,0.972703,0.027297,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_content.per_layer_abs[3]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_content,4,0.966472,0.033528,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_content.per_layer_abs[4]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_content,5,0.957925,0.042075,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_content.per_layer_abs[5]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_content,6,0.950249,0.049751,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_content.per_layer_abs[6]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_content,7,0.953505,0.046495,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_content.per_layer_abs[7]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_content,8,0.956523,0.043477,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_content.per_layer_abs[8]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_content,9,0.955193,0.044807,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_content.per_layer_abs[9]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_content,10,0.947469,0.052531,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_content.per_layer_abs[10]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_content,11,0.944227,0.055773,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_content.per_layer_abs[11]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_content,12,0.93969,0.06031,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_content.per_layer_abs[12]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_content,13,0.939892,0.060108,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_content.per_layer_abs[13]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_content,14,0.933579,0.066421,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_content.per_layer_abs[14]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_content,15,0.931747,0.068253,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_content.per_layer_abs[15]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_content,16,0.922482,0.077518,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_content.per_layer_abs[16]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_content,17,0.916065,0.083935,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_content.per_layer_abs[17]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_content,18,0.902085,0.097915,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_content.per_layer_abs[18]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_content,19,0.889842,0.110158,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_content.per_layer_abs[19]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_content,20,0.874971,0.125029,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_content.per_layer_abs[20]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_content,21,0.870112,0.129888,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_content.per_layer_abs[21]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_content,22,0.877843,0.122157,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_content.per_layer_abs[22]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_content,23,0.886519,0.113481,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_content.per_layer_abs[23]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_content,24,0.908463,0.091537,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_content.per_layer_abs[24]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_content,25,0.913009,0.086991,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_content.per_layer_abs[25]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_content,26,0.914519,0.085481,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_content.per_layer_abs[26]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_content,27,0.91695,0.08305,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_content.per_layer_abs[27]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_content,28,0.922276,0.077724,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_content.per_layer_abs[28]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_content,29,0.922373,0.077627,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_content.per_layer_abs[29]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_content,30,0.919376,0.080624,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_content.per_layer_abs[30]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_content,31,0.92266,0.07734,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_content.per_layer_abs[31]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_content,32,0.92082,0.07918,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_content.per_layer_abs[32]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_content,33,0.917709,0.082291,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_content.per_layer_abs[33]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_content,34,0.914329,0.085671,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_content.per_layer_abs[34]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_content,35,0.901765,0.098235,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_content.per_layer_abs[35]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_content,36,0.886761,0.113239,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_content.per_layer_abs[36]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_ablit,AT_BAND,0.180971,0.819029,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_ablit.at_band
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_ablit,0,0.0,1.0,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[0]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_ablit,1,0.823738,0.176262,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[1]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_ablit,2,0.705902,0.294098,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[2]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_ablit,3,0.603027,0.396973,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[3]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_ablit,4,0.511708,0.488292,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[4]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_ablit,5,0.409051,0.590949,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[5]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_ablit,6,0.337274,0.662726,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[6]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_ablit,7,0.314384,0.685616,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[7]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_ablit,8,0.275142,0.724858,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[8]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_ablit,9,0.187319,0.812681,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[9]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_ablit,10,0.189112,0.810888,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[10]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_ablit,11,0.175639,0.824361,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[11]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_ablit,12,0.163207,0.836793,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[12]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_ablit,13,0.114781,0.885219,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[13]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_ablit,14,0.061923,0.938077,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[14]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_ablit,15,0.096424,0.903576,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[15]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_ablit,16,0.102942,0.897058,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[16]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_ablit,17,0.189674,0.810326,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[17]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_ablit,18,0.152468,0.847532,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[18]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_ablit,19,0.259389,0.740611,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[19]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_ablit,20,0.245037,0.754963,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[20]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_ablit,21,0.259017,0.740983,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[21]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_ablit,22,0.261863,0.738137,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[22]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_ablit,23,0.474995,0.525005,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[23]
M3c,activation,False,True,Qwen3-4B-Base-chat||Qwen3-4B-SafeRL,Qwen3-4B-Base-chat,Qwen3-4B-SafeRL,r_ablit,24,0.487338,0.512662,LANE_A/out/released/cross_checkpoint_directions.json,pairs.Qwen3-4B-Base-chat||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[24]
