metric,READOUT_CLASS,BASELINE_ONLY,DESCRIPTIVE,pair,ckpt_a,ckpt_b,axis,layer,abs_cos,rotation,source_file,json_path
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-SafeRL,NonSafetyFT-STaR,Qwen3-4B-SafeRL,r_content,34,0.903593,0.096407,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-SafeRL.r_content.per_layer_abs[34]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-SafeRL,NonSafetyFT-STaR,Qwen3-4B-SafeRL,r_content,35,0.884013,0.115987,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-SafeRL.r_content.per_layer_abs[35]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-SafeRL,NonSafetyFT-STaR,Qwen3-4B-SafeRL,r_content,36,0.874458,0.125542,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-SafeRL.r_content.per_layer_abs[36]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-SafeRL,NonSafetyFT-STaR,Qwen3-4B-SafeRL,r_ablit,AT_BAND,0.20762,0.79238,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-SafeRL.r_ablit.at_band
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-SafeRL,NonSafetyFT-STaR,Qwen3-4B-SafeRL,r_ablit,0,0.0,1.0,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[0]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-SafeRL,NonSafetyFT-STaR,Qwen3-4B-SafeRL,r_ablit,1,0.817043,0.182957,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[1]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-SafeRL,NonSafetyFT-STaR,Qwen3-4B-SafeRL,r_ablit,2,0.707524,0.292476,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[2]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-SafeRL,NonSafetyFT-STaR,Qwen3-4B-SafeRL,r_ablit,3,0.606531,0.393469,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[3]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-SafeRL,NonSafetyFT-STaR,Qwen3-4B-SafeRL,r_ablit,4,0.480272,0.519728,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[4]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-SafeRL,NonSafetyFT-STaR,Qwen3-4B-SafeRL,r_ablit,5,0.469793,0.530207,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[5]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-SafeRL,NonSafetyFT-STaR,Qwen3-4B-SafeRL,r_ablit,6,0.403636,0.596364,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[6]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-SafeRL,NonSafetyFT-STaR,Qwen3-4B-SafeRL,r_ablit,7,0.410088,0.589912,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[7]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-SafeRL,NonSafetyFT-STaR,Qwen3-4B-SafeRL,r_ablit,8,0.354655,0.645345,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[8]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-SafeRL,NonSafetyFT-STaR,Qwen3-4B-SafeRL,r_ablit,9,0.237002,0.762998,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[9]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-SafeRL,NonSafetyFT-STaR,Qwen3-4B-SafeRL,r_ablit,10,0.241196,0.758804,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[10]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-SafeRL,NonSafetyFT-STaR,Qwen3-4B-SafeRL,r_ablit,11,0.162892,0.837108,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[11]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-SafeRL,NonSafetyFT-STaR,Qwen3-4B-SafeRL,r_ablit,12,0.141206,0.858794,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[12]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-SafeRL,NonSafetyFT-STaR,Qwen3-4B-SafeRL,r_ablit,13,0.115328,0.884672,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[13]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-SafeRL,NonSafetyFT-STaR,Qwen3-4B-SafeRL,r_ablit,14,0.096554,0.903446,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[14]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-SafeRL,NonSafetyFT-STaR,Qwen3-4B-SafeRL,r_ablit,15,0.095538,0.904462,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[15]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-SafeRL,NonSafetyFT-STaR,Qwen3-4B-SafeRL,r_ablit,16,0.094017,0.905983,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[16]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-SafeRL,NonSafetyFT-STaR,Qwen3-4B-SafeRL,r_ablit,17,0.139926,0.860074,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[17]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-SafeRL,NonSafetyFT-STaR,Qwen3-4B-SafeRL,r_ablit,18,0.170851,0.829149,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[18]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-SafeRL,NonSafetyFT-STaR,Qwen3-4B-SafeRL,r_ablit,19,0.301335,0.698665,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[19]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-SafeRL,NonSafetyFT-STaR,Qwen3-4B-SafeRL,r_ablit,20,0.339175,0.660825,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[20]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-SafeRL,NonSafetyFT-STaR,Qwen3-4B-SafeRL,r_ablit,21,0.317113,0.682887,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[21]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-SafeRL,NonSafetyFT-STaR,Qwen3-4B-SafeRL,r_ablit,22,0.31407,0.68593,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[22]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-SafeRL,NonSafetyFT-STaR,Qwen3-4B-SafeRL,r_ablit,23,0.537129,0.462871,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[23]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-SafeRL,NonSafetyFT-STaR,Qwen3-4B-SafeRL,r_ablit,24,0.588824,0.411176,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[24]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-SafeRL,NonSafetyFT-STaR,Qwen3-4B-SafeRL,r_ablit,25,0.585252,0.414748,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[25]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-SafeRL,NonSafetyFT-STaR,Qwen3-4B-SafeRL,r_ablit,26,0.557975,0.442025,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[26]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-SafeRL,NonSafetyFT-STaR,Qwen3-4B-SafeRL,r_ablit,27,0.535562,0.464438,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[27]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-SafeRL,NonSafetyFT-STaR,Qwen3-4B-SafeRL,r_ablit,28,0.512892,0.487108,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[28]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-SafeRL,NonSafetyFT-STaR,Qwen3-4B-SafeRL,r_ablit,29,0.486095,0.513905,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[29]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-SafeRL,NonSafetyFT-STaR,Qwen3-4B-SafeRL,r_ablit,30,0.48162,0.51838,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[30]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-SafeRL,NonSafetyFT-STaR,Qwen3-4B-SafeRL,r_ablit,31,0.46053,0.53947,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[31]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-SafeRL,NonSafetyFT-STaR,Qwen3-4B-SafeRL,r_ablit,32,0.452711,0.547289,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[32]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-SafeRL,NonSafetyFT-STaR,Qwen3-4B-SafeRL,r_ablit,33,0.428453,0.571547,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[33]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-SafeRL,NonSafetyFT-STaR,Qwen3-4B-SafeRL,r_ablit,34,0.427186,0.572814,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[34]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-SafeRL,NonSafetyFT-STaR,Qwen3-4B-SafeRL,r_ablit,35,0.411406,0.588594,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[35]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-SafeRL,NonSafetyFT-STaR,Qwen3-4B-SafeRL,r_ablit,36,0.415859,0.584141,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-SafeRL.r_ablit.per_layer_abs[36]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-abliterated,NonSafetyFT-STaR,Qwen3-4B-abliterated,r_content,AT_BAND,0.907358,0.092642,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-abliterated.r_content.at_band
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-abliterated,NonSafetyFT-STaR,Qwen3-4B-abliterated,r_content,0,0.995648,0.004352,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-abliterated.r_content.per_layer_abs[0]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-abliterated,NonSafetyFT-STaR,Qwen3-4B-abliterated,r_content,1,0.981768,0.018232,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-abliterated.r_content.per_layer_abs[1]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-abliterated,NonSafetyFT-STaR,Qwen3-4B-abliterated,r_content,2,0.978564,0.021436,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-abliterated.r_content.per_layer_abs[2]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-abliterated,NonSafetyFT-STaR,Qwen3-4B-abliterated,r_content,3,0.973122,0.026878,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-abliterated.r_content.per_layer_abs[3]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-abliterated,NonSafetyFT-STaR,Qwen3-4B-abliterated,r_content,4,0.968228,0.031772,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-abliterated.r_content.per_layer_abs[4]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-abliterated,NonSafetyFT-STaR,Qwen3-4B-abliterated,r_content,5,0.962511,0.037489,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-abliterated.r_content.per_layer_abs[5]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-abliterated,NonSafetyFT-STaR,Qwen3-4B-abliterated,r_content,6,0.957587,0.042413,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-abliterated.r_content.per_layer_abs[6]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-abliterated,NonSafetyFT-STaR,Qwen3-4B-abliterated,r_content,7,0.961772,0.038228,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-abliterated.r_content.per_layer_abs[7]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-abliterated,NonSafetyFT-STaR,Qwen3-4B-abliterated,r_content,8,0.963147,0.036853,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-abliterated.r_content.per_layer_abs[8]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-abliterated,NonSafetyFT-STaR,Qwen3-4B-abliterated,r_content,9,0.958713,0.041287,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-abliterated.r_content.per_layer_abs[9]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-abliterated,NonSafetyFT-STaR,Qwen3-4B-abliterated,r_content,10,0.950301,0.049699,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-abliterated.r_content.per_layer_abs[10]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-abliterated,NonSafetyFT-STaR,Qwen3-4B-abliterated,r_content,11,0.947796,0.052204,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-abliterated.r_content.per_layer_abs[11]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-abliterated,NonSafetyFT-STaR,Qwen3-4B-abliterated,r_content,12,0.938642,0.061358,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-abliterated.r_content.per_layer_abs[12]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-abliterated,NonSafetyFT-STaR,Qwen3-4B-abliterated,r_content,13,0.938544,0.061456,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-abliterated.r_content.per_layer_abs[13]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-abliterated,NonSafetyFT-STaR,Qwen3-4B-abliterated,r_content,14,0.935293,0.064707,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-abliterated.r_content.per_layer_abs[14]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-abliterated,NonSafetyFT-STaR,Qwen3-4B-abliterated,r_content,15,0.932707,0.067293,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-abliterated.r_content.per_layer_abs[15]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-abliterated,NonSafetyFT-STaR,Qwen3-4B-abliterated,r_content,16,0.921239,0.078761,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-abliterated.r_content.per_layer_abs[16]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-abliterated,NonSafetyFT-STaR,Qwen3-4B-abliterated,r_content,17,0.911606,0.088394,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-abliterated.r_content.per_layer_abs[17]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-abliterated,NonSafetyFT-STaR,Qwen3-4B-abliterated,r_content,18,0.90068,0.09932,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-abliterated.r_content.per_layer_abs[18]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-abliterated,NonSafetyFT-STaR,Qwen3-4B-abliterated,r_content,19,0.891615,0.108385,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-abliterated.r_content.per_layer_abs[19]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-abliterated,NonSafetyFT-STaR,Qwen3-4B-abliterated,r_content,20,0.887941,0.112059,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-abliterated.r_content.per_layer_abs[20]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-abliterated,NonSafetyFT-STaR,Qwen3-4B-abliterated,r_content,21,0.890037,0.109963,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-abliterated.r_content.per_layer_abs[21]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-abliterated,NonSafetyFT-STaR,Qwen3-4B-abliterated,r_content,22,0.895103,0.104897,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-abliterated.r_content.per_layer_abs[22]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-abliterated,NonSafetyFT-STaR,Qwen3-4B-abliterated,r_content,23,0.899947,0.100053,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-abliterated.r_content.per_layer_abs[23]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-abliterated,NonSafetyFT-STaR,Qwen3-4B-abliterated,r_content,24,0.912682,0.087318,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-abliterated.r_content.per_layer_abs[24]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-abliterated,NonSafetyFT-STaR,Qwen3-4B-abliterated,r_content,25,0.914593,0.085407,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-abliterated.r_content.per_layer_abs[25]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-abliterated,NonSafetyFT-STaR,Qwen3-4B-abliterated,r_content,26,0.918008,0.081992,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-abliterated.r_content.per_layer_abs[26]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-abliterated,NonSafetyFT-STaR,Qwen3-4B-abliterated,r_content,27,0.91949,0.08051,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-abliterated.r_content.per_layer_abs[27]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-abliterated,NonSafetyFT-STaR,Qwen3-4B-abliterated,r_content,28,0.923516,0.076484,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-abliterated.r_content.per_layer_abs[28]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-abliterated,NonSafetyFT-STaR,Qwen3-4B-abliterated,r_content,29,0.921791,0.078209,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-abliterated.r_content.per_layer_abs[29]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-abliterated,NonSafetyFT-STaR,Qwen3-4B-abliterated,r_content,30,0.917466,0.082534,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-abliterated.r_content.per_layer_abs[30]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-abliterated,NonSafetyFT-STaR,Qwen3-4B-abliterated,r_content,31,0.918297,0.081703,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-abliterated.r_content.per_layer_abs[31]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-abliterated,NonSafetyFT-STaR,Qwen3-4B-abliterated,r_content,32,0.91442,0.08558,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-abliterated.r_content.per_layer_abs[32]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-abliterated,NonSafetyFT-STaR,Qwen3-4B-abliterated,r_content,33,0.906124,0.093876,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-abliterated.r_content.per_layer_abs[33]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-abliterated,NonSafetyFT-STaR,Qwen3-4B-abliterated,r_content,34,0.89735,0.10265,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-abliterated.r_content.per_layer_abs[34]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-abliterated,NonSafetyFT-STaR,Qwen3-4B-abliterated,r_content,35,0.881226,0.118774,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-abliterated.r_content.per_layer_abs[35]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-abliterated,NonSafetyFT-STaR,Qwen3-4B-abliterated,r_content,36,0.859711,0.140289,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-abliterated.r_content.per_layer_abs[36]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-abliterated,NonSafetyFT-STaR,Qwen3-4B-abliterated,r_ablit,AT_BAND,0.04161,0.95839,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-abliterated.r_ablit.at_band
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-abliterated,NonSafetyFT-STaR,Qwen3-4B-abliterated,r_ablit,0,0.0,1.0,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-abliterated.r_ablit.per_layer_abs[0]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-abliterated,NonSafetyFT-STaR,Qwen3-4B-abliterated,r_ablit,1,0.821661,0.178339,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-abliterated.r_ablit.per_layer_abs[1]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-abliterated,NonSafetyFT-STaR,Qwen3-4B-abliterated,r_ablit,2,0.703963,0.296037,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-abliterated.r_ablit.per_layer_abs[2]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-abliterated,NonSafetyFT-STaR,Qwen3-4B-abliterated,r_ablit,3,0.591886,0.408114,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-abliterated.r_ablit.per_layer_abs[3]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-abliterated,NonSafetyFT-STaR,Qwen3-4B-abliterated,r_ablit,4,0.469808,0.530192,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-abliterated.r_ablit.per_layer_abs[4]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-abliterated,NonSafetyFT-STaR,Qwen3-4B-abliterated,r_ablit,5,0.451907,0.548093,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-abliterated.r_ablit.per_layer_abs[5]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-abliterated,NonSafetyFT-STaR,Qwen3-4B-abliterated,r_ablit,6,0.377814,0.622186,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-abliterated.r_ablit.per_layer_abs[6]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-abliterated,NonSafetyFT-STaR,Qwen3-4B-abliterated,r_ablit,7,0.385638,0.614362,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-abliterated.r_ablit.per_layer_abs[7]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-abliterated,NonSafetyFT-STaR,Qwen3-4B-abliterated,r_ablit,8,0.312138,0.687862,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-abliterated.r_ablit.per_layer_abs[8]
M3c,activation,False,True,NonSafetyFT-STaR||Qwen3-4B-abliterated,NonSafetyFT-STaR,Qwen3-4B-abliterated,r_ablit,9,0.21282,0.78718,LANE_A/out/released/cross_checkpoint_directions.json,pairs.NonSafetyFT-STaR||Qwen3-4B-abliterated.r_ablit.per_layer_abs[9]
