metric,READOUT_CLASS,BASELINE_ONLY,DESCRIPTIVE,source,checkpoint,lineage,alpha,window,source_file,n_pos,n_neg,auroc_recomputed,tpr@1fpr,tpr@1fpr_point,smallest_resolvable_step,tpr@5fpr,tpr@5fpr_point,power_sentence,mde_80pct,auroc_k16,auroc_k16_mean,auroc_k32,auroc_k32_mean,auroc_k64,auroc_k64_mean,delta_tpr@1fpr,equivalence_verdict,equivalence_margin,equivalence_margin_achieved,p_tost,p_two_sided,auroc_stored,splithalf_stored,cos_rcontent_rrequest_stored
M1,activation,False,True,(c) LANE_C stored scalars,Goekdeniz-Guelmez__Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v3,,,,LANE_C/results/per_ckpt/Goekdeniz-Guelmez__Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v3.json,,,,NOT_RECOVERABLE_FROM_A_STORED_AUROC,,,,,no operating-point statistic can be recovered from a stored AUROC; this row is reported AS STORED,,,,,,,,,,,,,,0.998046875,0.949496454000473,0.4195101857185364
M1,activation,False,True,(c) LANE_C stored scalars,HuggingFaceTB__SmolLM3-3B,,,,LANE_C/results/per_ckpt/HuggingFaceTB__SmolLM3-3B.json,,,,NOT_RECOVERABLE_FROM_A_STORED_AUROC,,,,,no operating-point statistic can be recovered from a stored AUROC; this row is reported AS STORED,,,,,,,,,,,,,,1.0,0.9578539341688156,0.5974271893501282
M1,activation,False,True,(c) LANE_C stored scalars,Qwen__Qwen2.5-1.5B-Instruct,,,,LANE_C/results/per_ckpt/Qwen__Qwen2.5-1.5B-Instruct.json,,,,NOT_RECOVERABLE_FROM_A_STORED_AUROC,,,,,no operating-point statistic can be recovered from a stored AUROC; this row is reported AS STORED,,,,,,,,,,,,,,1.0,0.9584231555461884,0.5204780101776123
M1,activation,False,True,(c) LANE_C stored scalars,Qwen__Qwen2.5-1.5B,,,,LANE_C/results/per_ckpt/Qwen__Qwen2.5-1.5B.json,,,,NOT_RECOVERABLE_FROM_A_STORED_AUROC,,,,,no operating-point statistic can be recovered from a stored AUROC; this row is reported AS STORED,,,,,,,,,,,,,,0.998046875,0.9518263101577759,0.5394579172134399
M1,activation,False,True,(c) LANE_C stored scalars,Qwen__Qwen3-0.6B-Base,,,,LANE_C/results/per_ckpt/Qwen__Qwen3-0.6B-Base.json,,,,NOT_RECOVERABLE_FROM_A_STORED_AUROC,,,,,no operating-point statistic can be recovered from a stored AUROC; this row is reported AS STORED,,,,,,,,,,,,,,0.998046875,0.9481425225734711,0.6023913621902466
M1,activation,False,True,(c) LANE_C stored scalars,Qwen__Qwen3-0.6B,,,,LANE_C/results/per_ckpt/Qwen__Qwen3-0.6B.json,,,,NOT_RECOVERABLE_FROM_A_STORED_AUROC,,,,,no operating-point statistic can be recovered from a stored AUROC; this row is reported AS STORED,,,,,,,,,,,,,,0.998046875,0.9565308690071106,0.5458234548568726
M1,activation,False,True,(c) LANE_C stored scalars,Qwen__Qwen3-1.7B-Base,,,,LANE_C/results/per_ckpt/Qwen__Qwen3-1.7B-Base.json,,,,NOT_RECOVERABLE_FROM_A_STORED_AUROC,,,,,no operating-point statistic can be recovered from a stored AUROC; this row is reported AS STORED,,,,,,,,,,,,,,0.998046875,0.9552028566598892,0.6027532815933228
M1,activation,False,True,(c) LANE_C stored scalars,Qwen__Qwen3-1.7B,,,,LANE_C/results/per_ckpt/Qwen__Qwen3-1.7B.json,,,,NOT_RECOVERABLE_FROM_A_STORED_AUROC,,,,,no operating-point statistic can be recovered from a stored AUROC; this row is reported AS STORED,,,,,,,,,,,,,,0.998046875,0.9679226607084275,0.48560506105422974
M1,activation,False,True,(c) LANE_C stored scalars,Qwen__Qwen3-4B-Base,,,,LANE_C/results/per_ckpt/Qwen__Qwen3-4B-Base.json,,,,NOT_RECOVERABLE_FROM_A_STORED_AUROC,,,,,no operating-point statistic can be recovered from a stored AUROC; this row is reported AS STORED,,,,,,,,,,,,,,1.0,0.9562112867832184,0.5937021374702454
M1,activation,False,True,(c) LANE_C stored scalars,Qwen__Qwen3-4B-SafeRL,,,,LANE_C/results/per_ckpt/Qwen__Qwen3-4B-SafeRL.json,,,,NOT_RECOVERABLE_FROM_A_STORED_AUROC,,,,,no operating-point statistic can be recovered from a stored AUROC; this row is reported AS STORED,,,,,,,,,,,,,,1.0,0.9525814145803452,0.47884637117385864
M1,activation,False,True,(c) LANE_C stored scalars,Qwen__Qwen3-4B,,,,LANE_C/results/per_ckpt/Qwen__Qwen3-4B.json,,,,NOT_RECOVERABLE_FROM_A_STORED_AUROC,,,,,no operating-point statistic can be recovered from a stored AUROC; this row is reported AS STORED,,,,,,,,,,,,,,1.0,0.9668071568012238,0.469230979681015
M1,activation,False,True,(c) LANE_C stored scalars,TinyLlama__TinyLlama-1.1B-Chat-v1.0,,,,LANE_C/results/per_ckpt/TinyLlama__TinyLlama-1.1B-Chat-v1.0.json,,,,NOT_RECOVERABLE_FROM_A_STORED_AUROC,,,,,no operating-point statistic can be recovered from a stored AUROC; this row is reported AS STORED,,,,,,,,,,,,,,0.9951171875,0.9369260430335998,0.3712177872657776
M1,activation,False,True,(c) LANE_C stored scalars,allenai__OLMo-2-0425-1B-Instruct,,,,LANE_C/results/per_ckpt/allenai__OLMo-2-0425-1B-Instruct.json,,,,NOT_RECOVERABLE_FROM_A_STORED_AUROC,,,,,no operating-point statistic can be recovered from a stored AUROC; this row is reported AS STORED,,,,,,,,,,,,,,1.0,0.9521668791770935,0.4215186834335327
M1,activation,False,True,(c) LANE_C stored scalars,allenai__OLMo-2-0425-1B,,,,LANE_C/results/per_ckpt/allenai__OLMo-2-0425-1B.json,,,,NOT_RECOVERABLE_FROM_A_STORED_AUROC,,,,,no operating-point statistic can be recovered from a stored AUROC; this row is reported AS STORED,,,,,,,,,,,,,,1.0,0.9406666964292526,0.05733031779527664
M1,activation,False,True,(c) LANE_C stored scalars,huihui-ai__Huihui-Qwen3-0.6B-abliterated-v2,,,,LANE_C/results/per_ckpt/huihui-ai__Huihui-Qwen3-0.6B-abliterated-v2.json,,,,NOT_RECOVERABLE_FROM_A_STORED_AUROC,,,,,no operating-point statistic can be recovered from a stored AUROC; this row is reported AS STORED,,,,,,,,,,,,,,0.998046875,0.9524731636047363,0.5366398096084595
M1,activation,False,True,(c) LANE_C stored scalars,huihui-ai__Huihui-Qwen3-1.7B-abliterated-v2,,,,LANE_C/results/per_ckpt/huihui-ai__Huihui-Qwen3-1.7B-abliterated-v2.json,,,,NOT_RECOVERABLE_FROM_A_STORED_AUROC,,,,,no operating-point statistic can be recovered from a stored AUROC; this row is reported AS STORED,,,,,,,,,,,,,,0.9951171875,0.9610024660825729,0.5053891539573669
M1,activation,False,True,(c) LANE_C stored scalars,ibm-granite__granite-3.2-2b-instruct,,,,LANE_C/results/per_ckpt/ibm-granite__granite-3.2-2b-instruct.json,,,,NOT_RECOVERABLE_FROM_A_STORED_AUROC,,,,,no operating-point statistic can be recovered from a stored AUROC; this row is reported AS STORED,,,,,,,,,,,,,,1.0,0.9669059246778489,0.45289602875709534
M1,activation,False,True,(c) LANE_C stored scalars,lunahr__Phi-4-mini-instruct-abliterated,,,,LANE_C/results/per_ckpt/lunahr__Phi-4-mini-instruct-abliterated.json,,,,NOT_RECOVERABLE_FROM_A_STORED_AUROC,,,,,no operating-point statistic can be recovered from a stored AUROC; this row is reported AS STORED,,,,,,,,,,,,,,1.0,0.957627323269844,0.4232209324836731
M1,activation,False,True,(c) LANE_C stored scalars,microsoft__Phi-4-mini-instruct,,,,LANE_C/results/per_ckpt/microsoft__Phi-4-mini-instruct.json,,,,NOT_RECOVERABLE_FROM_A_STORED_AUROC,,,,,no operating-point statistic can be recovered from a stored AUROC; this row is reported AS STORED,,,,,,,,,,,,,,1.0,0.9595257222652436,0.34029796719551086
M1,activation,False,True,(c) LANE_C stored scalars,mlx-community__SmolLM3-3B-abliterated-bf16,,,,LANE_C/results/per_ckpt/mlx-community__SmolLM3-3B-abliterated-bf16.json,,,,NOT_RECOVERABLE_FROM_A_STORED_AUROC,,,,,no operating-point statistic can be recovered from a stored AUROC; this row is reported AS STORED,,,,,,,,,,,,,,0.998046875,0.9498530775308609,0.5573241710662842
