lineage,site,layer,probe,cls,auroc0,tpr1_0,n_pos,n_neg,smallest_resolvable_fpr,note_0_1pct_fpr,mde_auroc_hanley_mcneil,margin_to_threshold_sd_units,sentence,mde_tpr1_mcnemar,mde_bootstrap_shift_f,group,read_site
L4,LATE,15,diffmeans,CONTINUATION,0.9988810221354166,0.9505208333333334,384,384,0.0026041666666666665,0.1%FPR NOT reportable (n_neg<1000),0.011321749103317624,-0.7774987827136329,"At n_pos=384, n_neg=384, a drop of AUROC from 0.9989 to 0.9876 or of TPR@1%FPR by 0.0215 (fraction of hits lost) would have been detected with ~80% power; the observed alpha=1.00 change on this cell was d_auroc=0.0, d_tpr1=0.0 [[0.0, 0.0]].",0.02154657244682312,0.02,,
L4,LATE,15,logistic,CONTINUATION,1.0,1.0,384,384,0.0026041666666666665,0.1%FPR NOT reportable (n_neg<1000),0.010294423362655958,0.498155157745529,"At n_pos=384, n_neg=384, a drop of AUROC from 1.0000 to 0.9897 or of TPR@1%FPR by 0.0205 (fraction of hits lost) would have been detected with ~80% power; the observed alpha=1.00 change on this cell was d_auroc=0.0, d_tpr1=0.0 [[0.0, 0.0]].",0.02053934335708618,0.2,,
L4,LATE,16,diffmeans,CONTINUATION,0.9992404513888888,0.9609375,384,384,0.0026041666666666665,0.1%FPR NOT reportable (n_neg<1000),0.011011182217203541,-0.6826493687061335,"At n_pos=384, n_neg=384, a drop of AUROC from 0.9992 to 0.9882 or of TPR@1%FPR by 0.0214 (fraction of hits lost) would have been detected with ~80% power; the observed alpha=1.00 change on this cell was d_auroc=0.0, d_tpr1=0.0 [[0.0, 0.0]].",0.021433144807815552,0.02,,
L4,LATE,16,logistic,CONTINUATION,1.0,1.0,384,384,0.0026041666666666665,0.1%FPR NOT reportable (n_neg<1000),0.010294423362655958,0.6756001420976384,"At n_pos=384, n_neg=384, a drop of AUROC from 1.0000 to 0.9897 or of TPR@1%FPR by 0.0206 (fraction of hits lost) would have been detected with ~80% power; the observed alpha=1.00 change on this cell was d_auroc=0.0, d_tpr1=0.0 [[0.0, 0.0]].",0.020572751760482788,0.35,,
L4,LATE,17,diffmeans,CONTINUATION,0.9994235568576388,0.9739583333333334,384,384,0.0026041666666666665,0.1%FPR NOT reportable (n_neg<1000),0.010846548750667595,-0.630258541830743,"At n_pos=384, n_neg=384, a drop of AUROC from 0.9994 to 0.9886 or of TPR@1%FPR by 0.0211 (fraction of hits lost) would have been detected with ~80% power; the observed alpha=1.00 change on this cell was d_auroc=0.0, d_tpr1=0.0 [[0.0, 0.0]].",0.021095603704452515,0.02,,
L4,LATE,17,logistic,CONTINUATION,1.0,1.0,384,384,0.0026041666666666665,0.1%FPR NOT reportable (n_neg<1000),0.010294423362655958,0.8922238757237557,"At n_pos=384, n_neg=384, a drop of AUROC from 1.0000 to 0.9897 or of TPR@1%FPR by 0.0206 (fraction of hits lost) would have been detected with ~80% power; the observed alpha=1.00 change on this cell was d_auroc=0.0, d_tpr1=0.0 [[0.0, 0.0]].",0.020609885454177856,0.35,,
L4,LATE,18,diffmeans,CONTINUATION,0.9991658528645834,0.9609375,384,384,0.0026041666666666665,0.1%FPR NOT reportable (n_neg<1000),0.01107696050621354,-0.763591371526015,"At n_pos=384, n_neg=384, a drop of AUROC from 0.9992 to 0.9881 or of TPR@1%FPR by 0.0213 (fraction of hits lost) would have been detected with ~80% power; the observed alpha=1.00 change on this cell was d_auroc=0.0, d_tpr1=0.0 [[0.0, 0.0]].",0.021343529224395752,0.02,,
L4,LATE,18,logistic,CONTINUATION,1.0,1.0,384,384,0.0026041666666666665,0.1%FPR NOT reportable (n_neg<1000),0.010294423362655958,0.7803668245147217,"At n_pos=384, n_neg=384, a drop of AUROC from 1.0000 to 0.9897 or of TPR@1%FPR by 0.0208 (fraction of hits lost) would have been detected with ~80% power; the observed alpha=1.00 change on this cell was d_auroc=0.0, d_tpr1=0.0 [[0.0, 0.0]].",0.02078273892402649,0.35,,
L4,LATE,19,diffmeans,CONTINUATION,0.9984876844618056,0.9427083333333334,384,384,0.0026041666666666665,0.1%FPR NOT reportable (n_neg<1000),0.011644830348150115,-1.0548322843429432,"At n_pos=384, n_neg=384, a drop of AUROC from 0.9985 to 0.9868 or of TPR@1%FPR by 0.0217 (fraction of hits lost) would have been detected with ~80% power; the observed alpha=1.00 change on this cell was d_auroc=0.0, d_tpr1=0.0 [[0.0, 0.0]].",0.021733641624450684,0.02,,
L4,LATE,19,logistic,CONTINUATION,1.0,1.0,384,384,0.0026041666666666665,0.1%FPR NOT reportable (n_neg<1000),0.010294423362655958,1.0586817935049797,"At n_pos=384, n_neg=384, a drop of AUROC from 1.0000 to 0.9897 or of TPR@1%FPR by 0.0205 (fraction of hits lost) would have been detected with ~80% power; the observed alpha=1.00 change on this cell was d_auroc=0.0, d_tpr1=0.0 [[0.0, 0.0]].",0.0205363929271698,0.35,,
L4,LATE,20,diffmeans,CONTINUATION,0.9970228407118056,0.9348958333333334,384,384,0.0026041666666666665,0.1%FPR NOT reportable (n_neg<1000),0.012729293158430077,-1.600112670621405,"At n_pos=384, n_neg=384, a drop of AUROC from 0.9970 to 0.9843 or of TPR@1%FPR by 0.0220 (fraction of hits lost) would have been detected with ~80% power; the observed alpha=1.00 change on this cell was d_auroc=0.0, d_tpr1=0.0 [[0.0, 0.0]].",0.021981090307235718,0.02,,
L4,LATE,20,logistic,CONTINUATION,1.0,1.0,384,384,0.0026041666666666665,0.1%FPR NOT reportable (n_neg<1000),0.010294423362655958,0.7978840757612929,"At n_pos=384, n_neg=384, a drop of AUROC from 1.0000 to 0.9897 or of TPR@1%FPR by 0.0205 (fraction of hits lost) would have been detected with ~80% power; the observed alpha=1.00 change on this cell was d_auroc=0.0, d_tpr1=0.0 [[0.0, 0.0]].",0.02051261067390442,0.35,,
L4,LATE,21,diffmeans,CONTINUATION,0.9979180230034722,0.9505208333333334,384,384,0.0026041666666666665,0.1%FPR NOT reportable (n_neg<1000),0.012086452928559699,-1.2872434474274692,"At n_pos=384, n_neg=384, a drop of AUROC from 0.9979 to 0.9858 or of TPR@1%FPR by 0.0215 (fraction of hits lost) would have been detected with ~80% power; the observed alpha=1.00 change on this cell was d_auroc=0.0, d_tpr1=0.0 [[0.0, 0.0]].",0.021481871604919434,0.02,,
L4,LATE,21,logistic,CONTINUATION,1.0,1.0,384,384,0.0026041666666666665,0.1%FPR NOT reportable (n_neg<1000),0.010294423362655958,0.8737745531300466,"At n_pos=384, n_neg=384, a drop of AUROC from 1.0000 to 0.9897 or of TPR@1%FPR by 0.0204 (fraction of hits lost) would have been detected with ~80% power; the observed alpha=1.00 change on this cell was d_auroc=0.0, d_tpr1=0.0 [[0.0, 0.0]].",0.020427316427230835,0.35,,
L4,LATE,band,diffmeans,CONTINUATION,0.9987521701388888,0.9479166666666666,384,384,0.0026041666666666665,0.1%FPR NOT reportable (n_neg<1000),0.011429392613123146,-0.8785330776893561,"At n_pos=384, n_neg=384, a drop of AUROC from 0.9988 to 0.9873 or of TPR@1%FPR by 0.0215 (fraction of hits lost) would have been detected with ~80% power; the observed alpha=1.00 change on this cell was d_auroc=0.0, d_tpr1=0.0 [[0.0, 0.0]].",0.021483898162841797,0.02,,
L4,LATE,band,logistic,CONTINUATION,1.0,1.0,384,384,0.0026041666666666665,0.1%FPR NOT reportable (n_neg<1000),0.010294423362655958,0.697080844131965,"At n_pos=384, n_neg=384, a drop of AUROC from 1.0000 to 0.9897 or of TPR@1%FPR by 0.0206 (fraction of hits lost) would have been detected with ~80% power; the observed alpha=1.00 change on this cell was d_auroc=0.0, d_tpr1=0.0 [[0.0, 0.0]].",0.020580768585205078,0.35,,
L1,,,,,1.0,1.0,128,128,0.0078125,0.1%FPR NOT reportable (n_neg<1000),0.031251891534788134,0.7612925741378846,"At n_pos=128, n_neg=128, a drop of AUROC from 1.0000 to 0.9687 would have been detected with ~80% power; the crude damage corpus read AUROC=1.0 at EVERY lesion strength, i.e. no drop this large was observed.",0.0608440637588501,,damage,lastp|29
L2,,,,,1.0,1.0,128,128,0.0078125,0.1%FPR NOT reportable (n_neg<1000),0.031251891534788134,2.773076741162113,"At n_pos=128, n_neg=128, a drop of AUROC from 1.0000 to 0.9687 would have been detected with ~80% power; the crude damage corpus read AUROC=1.0 at EVERY lesion strength, i.e. no drop this large was observed.",0.060987114906311035,,damage,lastp|22
L3,,,,,1.0,1.0,128,128,0.0078125,0.1%FPR NOT reportable (n_neg<1000),0.031251891534788134,0.5345889285017902,"At n_pos=128, n_neg=128, a drop of AUROC from 1.0000 to 0.9687 would have been detected with ~80% power; the crude damage corpus read AUROC=1.0 at EVERY lesion strength, i.e. no drop this large was observed.",0.06105971336364746,,damage,lastp|23
L4,,,,,1.0,1.0,128,128,0.0078125,0.1%FPR NOT reportable (n_neg<1000),0.031251891534788134,1.0219032815179172,"At n_pos=128, n_neg=128, a drop of AUROC from 1.0000 to 0.9687 would have been detected with ~80% power; the crude damage corpus read AUROC=1.0 at EVERY lesion strength, i.e. no drop this large was observed.",0.06049966812133789,,damage,lastp|29
