source,checkpoint,arm,s_key,s_layer,start_d,start_d_ci,fixed_spearman,fixed_spearman_ci,fixed_ratio_normgap,fixed_ratio_ci,fixed_raw_ratio,own_axis_d_ratio,cos_start_end,verdict
"A_prompt (HARD-scored, EASY-fit axis)",huihui-ai--Huihui-Qwen3-1.7B-abliterated-v2,huihui-ai--Huihui-Qwen3-1.7B-abliterated-v2,s36,10.0,-0.07169456133985411,"[-0.41339855360288835, 0.23014179246886068]",0.28421052631578947,"[-0.8482894736842105, 0.8790350877192982]",,"[None, None]",,4.667884755051587,"[0.9999999403953552, 0.10874500870704651]",UNDEFINED_START_GAP_NOT_POSITIVE
"A_prompt (EASY cross-fitted, in-distribution)",huihui-ai--Huihui-Qwen3-1.7B-abliterated-v2,huihui-ai--Huihui-Qwen3-1.7B-abliterated-v2,s36,10.0,3.274437120810483,"[2.458562170903309, 4.597505009791678]",-0.9842105263157894,"[-0.9912280701754386, -0.956140350877193]",1.0,"[1.0, 1.0]",,1.074214152488575,"[None, None]",NO_GROWTH
"A_prompt (HARD-scored, EASY-fit axis)",Qwen--Qwen3-1.7B,Qwen--Qwen3-1.7B,s25,7.0,-0.1951735704528297,"[-0.5126211281255492, 0.10180379205511035]",0.577639751552795,"[-0.013325804630152437, 0.726171654432524]",,"[None, None]",,11.516132353759199,"[1.0, 0.0326097272336483]",UNDEFINED_START_GAP_NOT_POSITIVE
"A_prompt (EASY cross-fitted, in-distribution)",Qwen--Qwen3-1.7B,Qwen--Qwen3-1.7B,s25,7.0,3.628907475093672,"[2.671664765557827, 5.1649398040353995]",-0.7221908526256352,"[-0.8227555053642011, -0.6408808582721626]",1.0,"[1.0, 1.0]",,1.646162059897298,"[None, None]",LAYER_SPECIFIC_DIRECTION
"A_prompt (HARD-scored, EASY-fit axis)",Qwen--Qwen3-1.7B,Qwen--Qwen3-1.7B,s36,10.0,-0.0518178809123496,"[-0.3843020859364487, 0.2519610657107249]",0.7140350877192982,"[-0.08956140350877193, 0.8325]",,"[None, None]",,43.37585076264394,"[1.0000001192092896, 0.08137068152427673]",UNDEFINED_START_GAP_NOT_POSITIVE
"A_prompt (EASY cross-fitted, in-distribution)",Qwen--Qwen3-1.7B,Qwen--Qwen3-1.7B,s36,10.0,3.4498413697256063,"[2.6161518418352165, 4.77571128024561]",-0.9526315789473684,"[-0.9728508771929825, -0.9403508771929825]",1.0,"[1.0, 1.0]",,1.731607098459731,"[None, None]",LAYER_SPECIFIC_DIRECTION
"A_prompt (HARD-scored, EASY-fit axis)",Goekdeniz-Guelmez--Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v3,Goekdeniz-Guelmez--Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v3,s25,7.0,0.12331851003511095,"[-0.23350204917474773, 0.3582149621119901]",-0.7989836250705816,"[-0.9536984754376059, -0.315415019762846]",,"[None, None]",,7.5047490319799435,"[1.0, 0.09281162917613983]",UNDEFINED_START_GAP_NOT_POSITIVE
"A_prompt (EASY cross-fitted, in-distribution)",Goekdeniz-Guelmez--Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v3,Goekdeniz-Guelmez--Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v3,s25,7.0,0.9296932885733671,"[0.6487685409130022, 1.2571939288263234]",-0.9503105590062112,"[-0.9841897233201581, -0.8983060417843027]",1.0,"[1.0, 1.0]",,4.218862941348888,"[None, None]",LAYER_SPECIFIC_DIRECTION
"A_prompt (HARD-scored, EASY-fit axis)",Goekdeniz-Guelmez--Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v3,Goekdeniz-Guelmez--Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v3,s36,10.0,-0.049675020864496724,"[-0.3639565226426251, 0.28408302337090907]",-0.16140350877192983,"[-0.5430263157894737, 0.6079385964912281]",,"[None, None]",,18.630580374303467,"[1.0, 0.17926234006881714]",UNDEFINED_START_GAP_NOT_POSITIVE
"A_prompt (EASY cross-fitted, in-distribution)",Goekdeniz-Guelmez--Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v3,Goekdeniz-Guelmez--Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v3,s36,10.0,1.7823054539531034,"[1.5060334969839064, 2.1854746869014887]",-0.9701754385964912,"[-0.9929824561403509, -0.9341666666666667]",1.0,"[1.0, 1.0]",,2.2006601356033104,"[None, None]",LAYER_SPECIFIC_DIRECTION
"A_prompt (HARD-scored, EASY-fit axis)",Qwen--Qwen2.5-1.5B-Instruct,Qwen--Qwen2.5-1.5B-Instruct,s25,7.0,-0.13652660076267276,"[-0.47581416002464233, 0.17916456508784379]",-0.2761151891586674,"[-0.7009034443817053, 0.24025974025974]",,"[None, None]",,14.381228613539443,"[1.0000001192092896, 0.0063886381685733795]",UNDEFINED_START_GAP_NOT_POSITIVE
"A_prompt (EASY cross-fitted, in-distribution)",Qwen--Qwen2.5-1.5B-Instruct,Qwen--Qwen2.5-1.5B-Instruct,s25,7.0,4.511691493985727,"[3.804364068866151, 5.620573223947101]",-0.9412761151891587,"[-0.9616036137775268, -0.9209486166007905]",1.0,"[1.0, 1.0]",,1.7925509157665214,"[None, None]",LAYER_SPECIFIC_DIRECTION
"A_prompt (HARD-scored, EASY-fit axis)",Qwen--Qwen2.5-1.5B-Instruct,Qwen--Qwen2.5-1.5B-Instruct,s36,10.0,-0.12762812489483782,"[-0.4774815385141835, 0.18609329572765854]",-0.010526315789473684,"[-0.7482894736842105, 0.6710964912280701]",,"[None, None]",,15.383915253908427,"[1.0, 0.05123155564069748]",UNDEFINED_START_GAP_NOT_POSITIVE
"A_prompt (EASY cross-fitted, in-distribution)",Qwen--Qwen2.5-1.5B-Instruct,Qwen--Qwen2.5-1.5B-Instruct,s36,10.0,4.721831036334028,"[3.7261472254923436, 6.397841115782876]",-0.9035087719298246,"[-0.9280701754385965, -0.8832894736842105]",1.0,"[1.0, 1.0]",,1.7127755434212077,"[None, None]",LAYER_SPECIFIC_DIRECTION
"A_prompt (HARD-scored, EASY-fit axis)",mlx-community--SmolLM3-3B-abliterated-bf16,mlx-community--SmolLM3-3B-abliterated-bf16,s25,9.0,-0.14104278280651847,"[-0.44148236966524695, 0.19120650823357355]",-0.47071702244116037,"[-0.9155309250136836, 0.4933360700602071]",,"[None, None]",,7.512146487849855,"[1.0, 0.013112172484397888]",UNDEFINED_START_GAP_NOT_POSITIVE
"A_prompt (EASY cross-fitted, in-distribution)",mlx-community--SmolLM3-3B-abliterated-bf16,mlx-community--SmolLM3-3B-abliterated-bf16,s25,9.0,3.4573033696836544,"[2.661405206238639, 4.594240704280086]",-0.9737274220032841,"[-0.9885057471264368, -0.9233716475095786]",1.0,"[1.0, 1.0]",,1.2993730094744678,"[None, None]",LAYER_SPECIFIC_DIRECTION
"A_prompt (HARD-scored, EASY-fit axis)",mlx-community--SmolLM3-3B-abliterated-bf16,mlx-community--SmolLM3-3B-abliterated-bf16,s36,13.0,0.022765921246232685,"[-0.3114467867350796, 0.3447905142340673]",-0.62,"[-0.7857173913043478, 0.17467391304347796]",,"[None, None]",,46.540354507810214,"[1.0, 0.06587153673171997]",UNDEFINED_START_GAP_NOT_POSITIVE
"A_prompt (EASY cross-fitted, in-distribution)",mlx-community--SmolLM3-3B-abliterated-bf16,mlx-community--SmolLM3-3B-abliterated-bf16,s36,13.0,4.099302293419975,"[3.060015011692992, 5.685149288983097]",-0.9791304347826087,"[-0.991304347826087, -0.9469565217391305]",1.0,"[1.0, 1.0]",,1.081430884483691,"[None, None]",NO_GROWTH
"A_prompt (HARD-scored, EASY-fit axis)",HuggingFaceTB--SmolLM3-3B,HuggingFaceTB--SmolLM3-3B,s25,9.0,-0.13469652795309697,"[-0.4327690315774006, 0.2004985769136907]",-0.4526546250684182,"[-0.8321565407772304, 0.09995894909688008]",,"[None, None]",,19.68630664852233,"[1.0, 0.001649071928113699]",UNDEFINED_START_GAP_NOT_POSITIVE
"A_prompt (EASY cross-fitted, in-distribution)",HuggingFaceTB--SmolLM3-3B,HuggingFaceTB--SmolLM3-3B,s25,9.0,3.457781435144198,"[2.6751628672365038, 4.568337420900898]",-0.9589490968801314,"[-0.9759168035030104, -0.9277230432402847]",1.0,"[1.0, 1.0]",,2.170783483692097,"[None, None]",LAYER_SPECIFIC_DIRECTION
"A_prompt (HARD-scored, EASY-fit axis)",HuggingFaceTB--SmolLM3-3B,HuggingFaceTB--SmolLM3-3B,s36,13.0,0.054505523651386494,"[-0.2780758597508417, 0.3770329284872397]",-0.662608695652174,"[-0.8100217391304347, 0.0771521739130433]",,"[None, None]",,48.64969595991532,"[1.0, 0.04889123886823654]",UNDEFINED_START_GAP_NOT_POSITIVE
"A_prompt (EASY cross-fitted, in-distribution)",HuggingFaceTB--SmolLM3-3B,HuggingFaceTB--SmolLM3-3B,s36,13.0,4.202018766006153,"[3.1465140801104083, 5.885422074869437]",-0.9878260869565217,"[-0.9930434782608696, -0.9704347826086956]",1.0,"[1.0, 1.0]",,1.7863068319331703,"[None, None]",LAYER_SPECIFIC_DIRECTION
"A_prompt (HARD-scored, EASY-fit axis)",lunahr--Phi-4-mini-instruct-abliterated,lunahr--Phi-4-mini-instruct-abliterated,s25,8.0,-0.12855233815451308,"[-0.4753774152374837, 0.1926337183476209]",0.3830769230769231,"[-0.5984615384615385, 0.6202692307692306]",,"[None, None]",,12.508623836892042,"[1.0, 0.02251454070210457]",UNDEFINED_START_GAP_NOT_POSITIVE
"A_prompt (EASY cross-fitted, in-distribution)",lunahr--Phi-4-mini-instruct-abliterated,lunahr--Phi-4-mini-instruct-abliterated,s25,8.0,4.0775989662482015,"[3.456348425304418, 4.946663600778604]",-0.9792307692307692,"[-0.9907692307692307, -0.8849807692307693]",1.0,"[1.0, 1.0]",,1.6475809467334497,"[None, None]",LAYER_SPECIFIC_DIRECTION
"A_prompt (HARD-scored, EASY-fit axis)",lunahr--Phi-4-mini-instruct-abliterated,lunahr--Phi-4-mini-instruct-abliterated,s36,12.0,0.33256372777086046,"[-0.004991867908638735, 0.6201608055811577]",-0.9207792207792208,"[-0.9786688311688312, -0.4374025974025976]",,"[None, None]",,4.835202119323382,"[1.0, 0.029654908925294876]",UNDEFINED_START_GAP_NOT_POSITIVE
"A_prompt (EASY cross-fitted, in-distribution)",lunahr--Phi-4-mini-instruct-abliterated,lunahr--Phi-4-mini-instruct-abliterated,s36,12.0,4.7255681619070184,"[4.0287249979083235, 5.7398582221129155]",-1.0,"[-1.0, -1.0]",1.0,"[1.0, 1.0]",,1.4216648951053128,"[None, None]",LAYER_SPECIFIC_DIRECTION
"A_prompt (HARD-scored, EASY-fit axis)",microsoft--Phi-4-mini-instruct,microsoft--Phi-4-mini-instruct,s25,8.0,0.10300854547925274,"[-0.24406946615924593, 0.4195545960508866]",-0.6707692307692308,"[-0.7185, -0.342538461538462]",,"[None, None]",,23.568921601606984,"[1.0, 0.00344263156875968]",UNDEFINED_START_GAP_NOT_POSITIVE
"A_prompt (EASY cross-fitted, in-distribution)",microsoft--Phi-4-mini-instruct,microsoft--Phi-4-mini-instruct,s25,8.0,5.243669393303733,"[4.456732091944342, 6.54725346610461]",-0.86,"[-0.9361538461538461, -0.808826923076923]",1.0,"[1.0, 1.0]",,1.6161228437184123,"[None, None]",LAYER_SPECIFIC_DIRECTION
"A_prompt (HARD-scored, EASY-fit axis)",microsoft--Phi-4-mini-instruct,microsoft--Phi-4-mini-instruct,s36,12.0,1.1373026502175758,"[0.8470025017537152, 1.4856824601089715]",-0.9805194805194806,"[-0.9883116883116884, -0.9532467532467532]",1.0,"[1.0, 1.0]",1.7432747071424888,2.134700321178023,"[0.9999998807907104, 0.019830241799354553]",LAYER_SPECIFIC_DIRECTION
"A_prompt (EASY cross-fitted, in-distribution)",microsoft--Phi-4-mini-instruct,microsoft--Phi-4-mini-instruct,s36,12.0,6.568800937374777,"[5.306404338469979, 8.63653275471818]",-0.990909090909091,"[-0.995487012987013, -0.9896103896103896]",1.0,"[1.0, 1.0]",,1.2901005788146218,"[None, None]",LAYER_SPECIFIC_DIRECTION
"A_prompt (HARD-scored, EASY-fit axis)",Damien420--granite-3.2-2b-instruct-abliterated,Damien420--granite-3.2-2b-instruct-abliterated,s25,10.0,0.023473910498832837,"[-0.3172344336854454, 0.33594203858088495]",-0.6387096774193548,"[-0.7739112903225807, -0.297288306451613]",,"[None, None]",,94.75947767277803,"[1.0000001192092896, 0.0180631373077631]",UNDEFINED_START_GAP_NOT_POSITIVE
"A_prompt (EASY cross-fitted, in-distribution)",Damien420--granite-3.2-2b-instruct-abliterated,Damien420--granite-3.2-2b-instruct-abliterated,s25,10.0,5.0047481553195965,"[3.835233875028719, 6.789910296471589]",-0.925,"[-0.937116935483871, -0.910483870967742]",1.0,"[1.0, 1.0]",,1.7173816750040096,"[None, None]",LAYER_SPECIFIC_DIRECTION
"A_prompt (HARD-scored, EASY-fit axis)",Damien420--granite-3.2-2b-instruct-abliterated,Damien420--granite-3.2-2b-instruct-abliterated,s36,14.0,0.9878994002396366,"[0.640787884235025, 1.3304623646899782]",-0.6996336996336996,"[-0.802960927960928, -0.5970695970695971]",1.0,"[1.0, 1.0]",1.0,2.251621468003087,"[1.0, 0.03521604835987091]",LAYER_SPECIFIC_DIRECTION
"A_prompt (EASY cross-fitted, in-distribution)",Damien420--granite-3.2-2b-instruct-abliterated,Damien420--granite-3.2-2b-instruct-abliterated,s36,14.0,5.874389489272218,"[4.782581721056074, 7.671175290308846]",-0.9871794871794872,"[-0.9945054945054945, -0.940460927960928]",1.0,"[1.0, 1.0]",,1.463141452512173,"[None, None]",LAYER_SPECIFIC_DIRECTION
"A_prompt (HARD-scored, EASY-fit axis)",ibm-granite--granite-3.2-2b-instruct,ibm-granite--granite-3.2-2b-instruct,s25,10.0,0.04650702108501178,"[-0.2941223372004118, 0.35437486626398246]",-0.6850806451612903,"[-0.7949697580645162, -0.34993951612903307]",,"[None, None]",,45.87087072558351,"[1.0000001192092896, 0.018171057105064392]",UNDEFINED_START_GAP_NOT_POSITIVE
"A_prompt (EASY cross-fitted, in-distribution)",ibm-granite--granite-3.2-2b-instruct,ibm-granite--granite-3.2-2b-instruct,s25,10.0,4.9209197961194695,"[3.7962532768009405, 6.590272693806442]",-0.9173387096774194,"[-0.9342741935483871, -0.9110786290322581]",1.0,"[1.0, 1.0]",,1.7416264648202477,"[None, None]",LAYER_SPECIFIC_DIRECTION
"A_prompt (HARD-scored, EASY-fit axis)",ibm-granite--granite-3.2-2b-instruct,ibm-granite--granite-3.2-2b-instruct,s36,14.0,0.9330669302481638,"[0.5828998431162177, 1.275703999581237]",-0.7466422466422467,"[-0.8415903540903541, -0.6199481074481075]",1.0,"[1.0, 1.0]",1.0,2.2863499743316082,"[1.0, 0.03365466743707657]",LAYER_SPECIFIC_DIRECTION
"A_prompt (EASY cross-fitted, in-distribution)",ibm-granite--granite-3.2-2b-instruct,ibm-granite--granite-3.2-2b-instruct,s36,14.0,5.9068836484326654,"[4.793928124531316, 7.702047224542094]",-0.9932844932844933,"[-0.9945054945054945, -0.9700854700854701]",1.0,"[1.0, 1.0]",,1.4509180573505285,"[None, None]",LAYER_SPECIFIC_DIRECTION
"A_prompt (HARD-scored, EASY-fit axis)",RandInit-Qwen3-0.6B,RandInit-Qwen3-0.6B,s25,7.0,0.10808591811672268,"[-0.20222346521544074, 0.40549062445566597]",-0.8035008469791078,"[-0.9915584415584415, 0.9589215132693393]",,"[None, None]",,1.8304710664954875,"[1.0, 0.5687985420227051]",UNDEFINED_START_GAP_NOT_POSITIVE
"A_prompt (EASY cross-fitted, in-distribution)",RandInit-Qwen3-0.6B,RandInit-Qwen3-0.6B,s25,7.0,2.95222973307829,"[2.434158116664981, 3.5860827834250615]",-1.0,"[-1.0, -1.0]",1.0,"[1.0, 1.0]",,1.0,"[None, None]",NO_GROWTH
"A_prompt (HARD-scored, EASY-fit axis)",RandInit-Qwen3-0.6B,RandInit-Qwen3-0.6B,s36,10.0,0.18165551954475054,"[-0.1151969691779822, 0.48726883958198103]",-0.8789473684210526,"[-0.9982456140350877, 0.9385964912280702]",,"[None, None]",,1.0891391921593758,"[0.9999999403953552, 0.6595359444618225]",UNDEFINED_START_GAP_NOT_POSITIVE
"A_prompt (EASY cross-fitted, in-distribution)",RandInit-Qwen3-0.6B,RandInit-Qwen3-0.6B,s36,10.0,2.899846409744654,"[2.40874915256295, 3.4677671977778024]",-1.0,"[-1.0, -1.0]",1.0,"[1.0, 1.0]",,1.0,"[None, None]",NO_GROWTH
Lane B (band-limited 13-21 + r_ablit layer),L1,item|PROMPT|0.00,u_13,13.0,1.247583597232461,,-0.9030303030303028,"[-0.9393939393939393, -0.7333333333333332]",1.7973687718143219,"[1.6141242476165383, 2.0039072243091254]",,2.5315470304265557,"[1.0, 0.08654672652482986]",LAYER_SPECIFIC_DIRECTION
Lane B (band-limited 13-21 + r_ablit layer),L1,item|EARLY|0.00,u_13,13.0,0.862362173363147,,-0.9636363636363635,"[-0.9999999999999999, -0.9515151515151514]",2.6615110866798894,"[2.462853001404713, 2.872238013987368]",,1.3372331039199734,"[0.9999999403953552, 0.40229326486587524]",NO_CLEAR_PATTERN
Lane B (band-limited 13-21 + r_ablit layer),L1,item|LATE|0.00,u_13,13.0,0.5336455602237632,,-0.7575757575757575,"[-0.9215151515151515, -0.6363636363636362]",3.1934791013421537,"[2.8796747531766376, 3.4938131280893416]",,1.5546831498353633,"[1.0, 0.36674559116363525]",LAYER_SPECIFIC_DIRECTION
Lane B (band-limited 13-21 + r_ablit layer),L1,item|PROMPT|1.00,u_13,13.0,1.206943878555647,,-0.9636363636363635,"[-0.9878787878787878, -0.9030303030303028]",1.5195901416848587,"[1.3203102722373632, 1.7172451797070418]",,2.50441943547639,"[1.0, 0.10134478658437729]",LAYER_SPECIFIC_DIRECTION
